,256GB 12GB RAM,Dimensions,Camera,Model Image,Type_1,Build,Battery (old),_1,512GB 12GB,Model Name,Models,Loudspeaker_1,Card slot,Brand,256GB 8GB,Speed,SAR,Quad,Sensors,Video_1,Charging,_2,GPU,Announced,CPU,Positioning,Technology,Loudspeaker,SIM,64GB 4GB RAM,_3,2G bands,3.5mm jack,Video,NFC,Triple,4G bands,Features,Features_1,128GB 6GB RAM,Price,Display,Single_1,Type,256GB 8GB RAM,Chipset,64GB 3GB RAM,WLAN,128GB 8GB RAM,3G bands,Size,Single,Bluetooth,Radio,USB,Protection,Dual,Status,Internal,Performance,OS,Colors,128GB 4GB RAM,Battery (new),5G bands,512GB 12GB RAM,Weight,Infrared port,Resolution
,,168.9 x 76.7 x 8.8 mm (6.65 x 3.02 x 0.35 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-18p.jpg,5000 mAh,,,,,Tecno Camon 18 P,"CH7n, CH7",,Unspecified,Tecno,,"HSPA, LTE",,,"Fingerprint (side-mounted), accelerometer, gyro, proximity",1080p@30fps,33W wired,,Mali-G57 MC2,"2021, October 04",Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,Yes,Yes,"48 MP, f/1.8, 26mm (wide), PDAF13 MP, 45mm (telephoto), PDAF, 1.7x optical zoom2 MP, f/2.4, (depth)",LTE,"Quad-LED flash, panorama, HDR",Dual-LED flash,,About 200 EUR,,,"IPS LCD, 120Hz, 550 nits (typ)",,Mediatek MT6781 Helio G96 (12 nm),,Yes,,HSDPA 850 / 900 / 2100,"6.8 inches, 109.8 cm2(~84.8% screen-to-body ratio)","16 MP, (wide)",Yes,FM radio,"USB Type-C 2.0, OTG",,,"Available. Released 2021, December 14",128GB 8GB RAM,,"Android 11, HIOS 8.0","Dusk Gray, Ceramic White, Iris purple",,,,,-,,1080 x 2460 pixels (~395 ppi density)
,,168.9 x 76.7 x 8.8 mm (6.65 x 3.02 x 0.35 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-18.jpg,5000 mAh,,,,,Tecno Camon 18,"CH6, CH6n",,Unspecified,Tecno,,"HSPA, LTE",,,"Fingerprint (side-mounted), accelerometer, proximity",1080p@30fps,18W wired,,Mali-G52 MC2,"2021, October 04",Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,Yes,"48 MP, f/1.8, 26mm (wide), PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)",LTE,"Dual-LED flash, panorama, HDR",Dual-LED flash,,About 170 EUR,,,"IPS LCD, 90Hz, 550 nits (typ)",,Mediatek MT6769H Helio G88 (12 nm),,Yes,,HSDPA 850 / 900 / 2100,"6.8 inches, 109.8 cm2(~84.8% screen-to-body ratio)","16 MP, (wide)",Yes,FM radio,"USB Type-C 2.0, OTG",,,"Available. Released 2021, November 23","128GB 4GB RAM, 128GB 6GB RAM",,"Android 11, HIOS 8.0","Dusk Gray, Ceramic White, Iris purple",,,,,-,,1080 x 2460 pixels (~395 ppi density)
eMMC 5.1,,164.8 x 76.1 x 9.2 mm (6.49 x 3.00 x 0.36 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-8.jpg,5000 mAh,"Glass front, plastic frame, plastic back",,,,Tecno Spark 8,"KG6, KG6k, MZ-TECNO KG6k",,microSDXC,Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Fingerprint (rear-mounted), accelerometer, proximity",1080p@30fps,10W wired,,PowerVR GE8320,"2021, September 02",Octa-core 2.0 GHz Cortex-A53,GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,LTE,Quad-LED flash,Dual-LED flash,,About 90 EUR,,,"IPS LCD, 480 nits (typ)",,Mediatek MT6762 Helio P22 (12 nm),,Yes,,HSDPA 850 / 900 / 2100,"6.52 inches, 102.6 cm2(~81.8% screen-to-body ratio)","8 MP, f/2.0, 26mm (wide)",Yes,FM radio,"microUSB 2.0, OTG",,"16 MP, f/1.8, 27mm (wide), AFSecondary unknown camera","Available. Released 2021, September 02","32GB 3GB RAM, 64GB 2GB RAM, 64GB 4GB RAM",,"Android 11 (Go edition), HIOS 7.6","Turquoise Cyan, Atlantic Blue, Iris Purple",,,,,200 g (7.05 oz),,"720 x 1600 pixels, 20:9 ratio (~269 ppi density)"
eMMC 5.1,,157.7 x 75.7 x 9.6 mm (6.21 x 2.98 x 0.38 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-pop5.jpg,4000 mAh,"Plastic frame, plastic back",,,,Tecno Pop 5,"BD2, BD2p, BD3, BD1, BD2d",,microSDXC,Tecno,,HSPA 21.1/5.76 Mbps,,,"Fingerprint (rear-mounted), accelerometer",Unspecified,,,,"2021, July 26",Quad-core 1.3 GHz Cortex-A7,GPS,GSM / HSPA,Yes,Nano-SIM + Nano-SIM,,,GSM 900 / 1800,Yes,Unspecified,No,,,LED flash,LED flash,,About 70 EUR,,,IPS LCD,,,,Wi-Fi 802.11 b/g/n,,HSDPA 900 / 2100,"6.1 inches, 91.3 cm2(~76.5% screen-to-body ratio)",5 MP,"4.2, A2DP, LE",FM radio,microUSB 2.0,,5 MPVGA,"Available. Released 2021, July 26","16GB 1GB RAM, 32GB 2GB RAM",,"Android 10 (Go edition), HIOS","Ice Lake Green, Obsidian Black, Ice Blue",,,,,-,,"720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)"
eMMC 5.1,,165.6 x 76.3 x 9.1 mm (6.52 x 3.00 x 0.36 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-go-2021.jpg,5000 mAh,,,,,Tecno Spark Go 2021,,,microSDXC (dedicated slot),Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Fingerprint (rear-mounted), accelerometer, proximity",,,,,"2021, July 01",Quad-core 1.8 GHz,GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,LTE,"Dual-LED flash, panorama, HDR",LED flash,,About 80 EUR,,,"IPS LCD, 480 nits",,,,Wi-Fi 802.11 b/g/n,,HSDPA 900 / 2100,"6.52 inches, 102.6 cm2(~81.2% screen-to-body ratio)","8 MP, f/2.0","4.2, A2DP",FM radio,"microUSB 2.0, OTG",,"13 MP, f/1.8, AFQVGA","Available. Released 2021, July 07",32GB 2GB RAM,,"Android 10 (Go edition), HiOS 6.2","Maldives Blue, Horizon Orange, Galaxy Blue",,,,,193 g (6.81 oz),,"720 x 1600 pixels, 20:9 ratio (~269 ppi density)"
eMMC 5.1,,164.8 x 76.1 x 9.5 mm (6.49 x 3.00 x 0.37 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-7t.jpg,6000 mAh,,,,,Tecno Spark 7T,KF6p,,microSDXC,Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Fingerprint (rear-mounted), accelerometer, proximity",1080p@30fps,,,PowerVR GE8320,"2021, June 11",Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,LTE,Quad-LED flash,Dual-LED flash,,About 100 EUR,,,IPS LCD,,Mediatek MT6765G Helio G35 (12 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 850 / 900 / 2100,"6.52 inches, 102.6 cm2(~81.8% screen-to-body ratio)",8 MP,Yes,FM radio,"microUSB 2.0, OTG",,"48 MP, AFSecondary unknown camera","Available. Released 2021, June 12","64GB 4GB RAM, 128GB 4GB RAM",,"Android 11, HIOS 7.6","Nebula orange, Magnet Black, Jewel Blue",,,,,-,,"720 x 1600 pixels, 20:9 ratio (~269 ppi density)"
,,163.5 x 73.8 x 8.7 mm (6.44 x 2.91 x 0.34 in),Photo/Video,https://fdn2.gsmarena.com/vv/bigpic/tecno-phantom-x.jpg,4700 mAh,"Glass front, glass back (Gorilla Glass 5)",Endurance rating 122h,,,Tecno Phantom X,AC8,-26.7 LUFS (Good),microSDXC (dedicated slot),Tecno,,"HSPA, LTE",,,"Fingerprint (under display, optical), accelerometer, gyro, proximity",1080p@30fps,"33W wired, 70% in 30 min",,Mali-G76 MC4,"2021, June 24",Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,"4K@30/60fps, 1080p@30fps",No,"50 MP, f/1.9, (wide), 1/1.3"", 1.2µm, dual pixel PDAF13 MP, f/2.4, 50mm (telephoto), PDAF, 2x optical zoom8 MP, f/2.3, 120˚ (ultrawide), 1/4.0"", 1.12µm, AF",LTE,"Laser AF, Quad-LED flash, panorama, HDR",Dual-LED flash,,About 470 EUR,405 nits max brightness (measured),,"Super AMOLED, 90Hz",,Mediatek MT6785V/CD Helio G95 (12 nm),,"Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct",,HSDPA 850 / 900 / 1900 / 2100,"6.7 inches, 110.2 cm2(~91.3% screen-to-body ratio)",,"5.0, A2DP, LE",FM radio,"USB Type-C 2.0, OTG",,"48 MP, f/2.2, (wide), 1/2.0"", 0.8µm8 MP, f/2.2, 105˚ (ultrawide), 1/4.0"", 1.12µm","Available. Released 2021, July 06",256GB 8GB RAM,AnTuTu: 309055 (v8)GeekBench: 1670 (v5.1)GFXBench: 17fps (ES 3.1 onscreen),"Android 11, HIOS 7.6","Starry Night Blue, Monet Summer",,,,,201 g (7.09 oz),,"1080 x 2340 pixels, 19.5:9 ratio (~385 ppi density)"
,,173.3 x 78.8 x 9.6 mm (6.82 x 3.10 x 0.38 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-pova-2.jpg,7000 mAh,"Glass front, plastic frame, plastic back",,,,Tecno Pova 2,"LE7, LE7n",,microSDXC (dedicated slot),Tecno,,"HSPA, LTE",,"48 MP, f/1.9, (wide), PDAF2 MP, (macro)2 MP, (depth)2 MP, (depth)","Fingerprint (side-mounted), accelerometer, proximity, compass",1080p@30fps,18W wired,,Mali-G52 MC2,"2021, June 03",Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),"GPS, GALILEO, BDS",GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,"1440p@30fps, 1080p@30fps",Yes,,LTE,Quad-LED flash,Dual-LED flash,,About 140 EUR,,,"IPS LCD, 480 nits",,Mediatek MT6769Z Helio G85 (12 nm),,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",,HSDPA 850 / 900 / 2100,"6.9 inches, 113.1 cm2(~82.8% screen-to-body ratio)","8 MP, f/2.0","5.0, A2DP, LE",FM radio,"USB Type-C 2.0, OTG",,,"Available. Released 2021, June 11","64GB 4GB RAM, 128GB 6GB RAM",,"Android 11, HIOS 7.6","Polar Silver, Power Blue, Dazzle Black",,,,,-,,1080 x 2460 pixels (~389 ppi density)
,,168.9 x 77 x 9 mm (6.65 x 3.03 x 0.35 in),Photo/Video,https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-17-pro.jpg,5000 mAh,,Endurance rating 140h,,,Tecno Camon 17 Pro,"CG8, CG8h",-24.4 LUFS (Very good),microSDXC (dedicated slot),Tecno,,"HSPA, LTE",,"64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF8 MP, f/2.3, 119˚ (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.4, (depth)2 MP, f/2.4, (monochrome)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",1080p@30fps,25W / 33W wired,,Mali-G76 MC4,"2021, May 08",Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),GPS,GSM / HSPA / LTE,"Yes, with dual speakers",Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,"4K@30fps, 1080p@30fps",No,,LTE,"Quad-LED flash, panorama, HDR",Dual-LED flash,,About 280 EUR,"781:1 contrast ratio, 538 nits max brightness (measured)",,"IPS LCD, 90Hz, 500 nits (HBM)",,Mediatek MT6785V/CD Helio G95 (12 nm),,"Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct",,HSDPA 900 / 2100,"6.8 inches, 109.8 cm2(~84.4% screen-to-body ratio)","48 MP, f/2.2, (wide), 1/2.0"", 0.8µm","5.0, A2DP, LE","FM radio, recording","USB Type-C 2.0, OTG",,,"Available. Released 2021, June 03","128GB 8GB RAM, 256GB 8GB RAM",AnTuTu: 309107 (v8)GeekBench: 1668 (v5.1)GFXBench: 17fps (ES 3.1 onscreen),"Android 11, HIOS 7.6","California Silver, Malibu Blue",,,,,201 g (7.09 oz),,1080 x 2460 pixels (~395 ppi density)
,,168.7 x 76.4 x 8.8 mm (6.64 x 3.01 x 0.35 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-17p.jpg,5000 mAh,,,,,Tecno Camon 17P,"CG7, CG7n",,Unspecified,Tecno,,"HSPA, LTE",,"64 MP, (wide), PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)QVGA","Fingerprint (side-mounted), accelerometer, proximity",1080p@30fps,18W wired,,Mali-G52 MC2,"2021, May 08",Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,LTE,"Quad-LED flash, panorama, HDR",Dual-LED flash,,About 210 EUR,,,"IPS LCD, 500 nits (HBM)",,Mediatek MT6769Z Helio G85 (12 nm),,Yes,,HSDPA 900 / 2100,"6.8 inches, 109.8 cm2(~85.2% screen-to-body ratio)",16 MP,Yes,FM radio,Yes,,,"Available. Released 2021, May 28",128GB 6GB RAM,,"Android 11, HIOS 7.6","Frost Sliver, Magnet Black, Spruce Green",,,,,-,,1080 x 2460 pixels (~395 ppi density)
,,164.5 x 76.5 x 9 mm (6.48 x 3.01 x 0.35 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-17.jpg,5000 mAh,,,,,Tecno Camon 17,"CG6, CG6j",,Unspecified,Tecno,,"HSPA, LTE",,,"Fingerprint (rear-mounted), accelerometer, proximity",1080p@30fps,18W wired,,Mali-G52 MC2,"2021, May 08",Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,"48 MP, (wide), PDAF2 MP, f/2.4, (depth)QVGA",LTE,"Quad-LED flash, panorama, HDR",Dual-LED flash,,About 160 EUR,,,"IPS LCD, 90Hz, 450 nits (HBM)",,Mediatek MT6769Z Helio G85 (12 nm),,Yes,,HSDPA 900 / 2100,"6.6 inches, 105.2 cm2(~83.6% screen-to-body ratio)",16 MP,Yes,FM radio,Yes,,,"Available. Released 2021, May 22","128GB 4GB RAM, 128GB 6GB RAM",,"Android 11, HIOS 7.6","Frost Sliver, Deep Sea, Tranquil Green",,,,,-,,"720 x 1600 pixels, 20:9 ratio (~266 ppi density)"
eMMC 5.1,,164.9 x 76.2 x 8.8 mm (6.49 x 3.00 x 0.35 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-7-pro.jpg,5000 mAh,"Glass front, plastic frame, plastic back",,,,Tecno Spark 7 Pro,,,microSDXC,Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Fingerprint (rear-mounted), accelerometer, proximity",1080p@30fps,,,Mali-G52 MC2,"2021, April 27",Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,"48 MP, PDAFSecondary unknown cameraThird unknown camera",LTE,Quad-LED flash,Dual-LED flash,,,,,"IPS LCD, 90Hz",,Mediatek MT6769V/CU Helio G80 (12 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 850 / 900 / 2100,"6.6 inches, 105.2 cm2(~83.7% screen-to-body ratio)",8 MP,Yes,FM radio,"microUSB 2.0, OTG",,,"Available. Released 2021, May 28","64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM",,"Android 11, HIOS 7.5","Alps Blue, Spruce Green, Neon Dream, Magnet Black",,,,,-,,"720 x 1600 pixels, 20:9 ratio (~266 ppi density)"
eMMC 5.1,,171.9 x 77.9 x 9.2 mm (6.77 x 3.07 x 0.36 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-7p.jpg,5000 mAh,,,,,Tecno Spark 7P,KF7j,,microSDXC,Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Fingerprint (rear-mounted), accelerometer, proximity",1080p@30fps,,,Mali-G52 2EEMC2,"2021, April 13",Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55),GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,"16 MP, AFSecondary unknown cameraThird unknown camera",LTE,Quad-LED flash,Dual-LED flash,,About 130 EUR,,,"IPS LCD, 90Hz",,Mediatek MT6769V/CB Helio G70 (12 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 850 / 900 / 2100,"6.8 inches, 109.8 cm2(~82.0% screen-to-body ratio)",8 MP,Yes,FM radio,"microUSB 2.0, OTG",,,"Available. Released 2021, May 28","64GB 4GB RAM, 128GB 4GB RAM",,"Android 11, HIOS 7.5","Alps Blue, Spruce Green, Magnet Black, Summer Mojito",,,,,-,,720 x 1640 pixels (~263 ppi density)
eMMC 5.1,,164.8 x 76.1 x 9.5 mm (6.49 x 3.00 x 0.37 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-7.jpg,6000 mAh (Global)5000 mAh (Africa only),,,,,Tecno Spark 7,"KF6, KF6j, KF6i, KF6k, PR651h, PR651, PR651E, KF6m, KF6h, KF6n",,microSDXC (dedicated slot),Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Fingerprint (rear-mounted), accelerometer, proximity",1080p@30fps,,,PowerVR GE8320,"2021, April 09",Octa-core (4x1.8 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,LTE,Quad-LED flash,Dual-LED flash,,About 90 EUR,,,IPS LCD,,Mediatek MT6762D Helio A25 (12 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 850 / 900 / 2100,"6.5 inches, 102.0 cm2(~81.3% screen-to-body ratio)",8 MP,Yes,FM radio,"microUSB 2.0, OTG",,"16 MP, AFSecondary unknown camera","Available. Released 2021, April 16","32GB 2GB RAM, 64GB 3GB RAM, 64GB 4GB RAM",,"Android 11, HIOS 7.5","Morpheus Blue, Spruce Green, Magnet Black",,,,,-,,"720 x 1600 pixels, 20:9 ratio (~270 ppi density)"
"1, 3, 7, 8, 20, 28",,170.9 x 77.2 x 9.2 mm (6.73 x 3.04 x 0.36 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-16-pro.jpg,5000 mAh,,,,,Tecno Camon 16 Pro,,,Unspecified,Tecno,,"HSPA, LTE",,"64 MP, f/1.8, 26mm (wide), 1/2.0"", 0.7µm, PDAF8 MP, f/2.3, 119˚ (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.4, (macro)4th unknown camera","Fingerprint (rear-mounted), accelerometer, proximity, compass",1080p@30fps,18W wired,,Mali-G52 2EEMC2,"2020, September 04",Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55),"GPS, GLONASS, GALILEO, BDS",GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41","Penta-LED flash, panorama, HDR","Dual-LED flash, HDR",,About 150 EUR,,,IPS LCD,,Mediatek MT6769V/CB Helio G70 (12 nm),,"Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct",,HSDPA 900 / 2100,"6.8 inches, 109.8 cm2(~83.2% screen-to-body ratio)",,"5.0, A2DP, LE",FM radio,"USB Type-C 2.0, OTG",Corning Gorilla Glass 3,"16 MP, f/2.0, 27mm (wide), 1/3.0"", 1.0µm2nd unknown camera","Available. Released 2020, September","128GB 4GB RAM, 128GB 6GB RAM",,"Android 10, HIOS 7.0","Onyx Black, Ice Crystal Blue",,,,,207 g (7.30 oz),,720 x 1640 pixels (~263 ppi density)
,,164.5 x 76.5 x 9 mm (6.48 x 3.01 x 0.35 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-16s.jpg,5000 mAh,,,,,Tecno Camon 16 S,,,Unspecified,Tecno,,"HSPA, LTE",,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)4th unknown camera","Fingerprint (rear-mounted), accelerometer, proximity",1080p@30fps,,,PowerVR GE8320,"2020, November 05",Octa-core 2.0 GHz Cortex-A53,GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,"1, 3, 7, 8, 20, 28","Quad-LED flash, panorama, HDR",Dual-LED flash,,About 130 EUR,,,IPS LCD,,Mediatek MT6762 Helio P22 (12 nm),,"Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct",,HSDPA 900 / 2100,"6.6 inches, 105.2 cm2(~83.6% screen-to-body ratio)",8 MP,"5.0, A2DP, LE",FM radio,microUSB 2.0,Corning Gorilla Glass 3,,"Available. Released 2020, November 05",128GB 4GB RAM,,"Android 10, HIOS 6.2","Ice Jadeite, Misty Grey, Blue Hawaii",,,,,-,,"720 x 1600 pixels, 20:9 ratio (~266 ppi density)"
eMMC 5.1,,165.6 x 76.3 x 9.1 mm (6.52 x 3.00 x 0.36 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-6-go.jpg,5000 mAh,,,,,Tecno Spark 6 Go,"KE5j, KE5k",,microSDXC,Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Fingerprint (rear-mounted), accelerometer, proximity",,,,PowerVR GE8320,"2020, November 22",Octa-core (4x1.8 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53)Quad-core 1.8 GHz Cortex-A53,GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41","Dual-LED flash, panorama, HDR",LED flash,,About 70 EUR,,,IPS LCD,,"Mediatek MT6761D Helio A20 (12 nm) - 2GB, 3GB modelMediatek MT6762D Helio A25 (12 nm) - 4GB model",,Wi-Fi 802.11 b/g/n,,HSDPA 850 / 900 / 2100,"6.52 inches, 102.6 cm2(~81.2% screen-to-body ratio)","8 MP, f/2.0","4.2, A2DP",FM radio,microUSB 2.0,Corning Gorilla Glass 3,"13 MP, f/1.8, AFQVGA","Available. Released 2020, November 23","32GB 2GB RAM, 32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM",,"Android 10 (Go edition), HIOS 6.2","Ice Jadelite, Mystery White, Aqua Blue",,,,,-,,"720 x 1600 pixels, 20:9 ratio (~269 ppi density)"
eMMC 5.1,,165.6 x 76.3 x 9.1 mm (6.52 x 3.00 x 0.36 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-go-2020.jpg,5000 mAh,,,,,Tecno Spark Go 2020,KE5S,,microSDXC,Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Fingerprint (rear-mounted), accelerometer, proximity",,,,PowerVR GE8320,"2020, September 01",Quad-core 1.8 GHz Cortex-A53,GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,"1, 3, 7, 8, 20, 28, 38, 40, 41","Dual-LED flash, panorama, HDR",LED flash,,About 80 EUR,,,IPS LCD,,Mediatek MT6761D Helio A20 (12 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 900 / 2100,"6.52 inches, 102.6 cm2(~81.2% screen-to-body ratio)","8 MP, f/2.0","4.2, A2DP",FM radio,microUSB 2.0,Corning Gorilla Glass 3,"13 MP, f/1.8, AFQVGA","Available. Released 2020, September 07",32GB 2GB RAM,,"Android 10 (Go edition), HIOS 6.2","Ice Jadeite, Aqua Blue, Sky Black",,,,,-,,"720 x 1600 pixels, 20:9 ratio (~269 ppi density)"
,,171.2 x 77.6 x 9.4 mm (6.74 x 3.06 x 0.37 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-pova.jpg,6000 mAh,,,,,Tecno Pova,"LD7, LD7j, MZ-TECNO LD7",,microSDXC (dedicated slot),Tecno,,"HSPA, LTE",,"13 MP or 16 MP, f/1.9, (wide), PDAF2 MP, (macro)2 MP, (depth)4th unknown camera","Fingerprint (rear-mounted), accelerometer, proximity, compass",1080p@30fps,18W wired,,Mali-G52 MC2,"2020, October 03",Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),"GPS, GALILEO, BDS",GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,"1440p@30fps, 1080p@30fps",No,,"1, 3, 5, 8, 38, 40, 41",Quad-LED flash,Dual-LED flash,,About 110 EUR,,,"IPS LCD, 480 nits (peak)",,Mediatek MT6769V/CU Helio G80 (12 nm),,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",,HSDPA 850 / 900 / 2100,"6.8 inches, 109.8 cm2(~82.7% screen-to-body ratio)","8 MP, f/2.0","5.0, A2DP, LE",FM radio,"microUSB 2.0, OTG",,,"Available. Released 2020, October 16","64GB 4GB RAM, 128GB 6GB RAM",,"Android 10, HIOS 7.0","Magic Blue, Speed Purple, Dazzle Black",,,,,-,,720 x 1640 pixels (~263 ppi density)
