,Positioning,Quad,Single_1,4G bands,Java,Talk time,Video,Charging,Video_1,_1,Dual,WLAN,Messaging,SAR EU,GPRS,Phonebook,3G bands,CPU,OS,USB,2G bands,Announced,Internal,Chipset,GPU,Status,3.5mm jack,Price,Music play,Features_1,Build,Games,NFC,EDGE,_3,_2,Model Name,SIM,Brand,Type,Technology,Size,Model Image,Weight,Call records,Keyboard,Infrared port,Colors,Resolution,Protection,Speed,Sensors,_4,Models,Radio,Bluetooth,SAR,Features,Browser,Dimensions,Card slot,Loudspeaker,Type_1,Single,Stand-by
,GPS,,2 MP,,,Up to 6 h,Yes,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,,HSDPA 2100,Quad-core 1.2 GHz Cortex-A7,Android 4.2 (Jelly Bean),"microUSB 2.0, OTG",GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,"2013, May. Released 2013, May","4GB (1.5GB user available), 1GB RAM",Mediatek MT6589M (28 nm),PowerVR SGX544,Discontinued,Yes,About 180 EUR,,,,,No,,,,Micromax A110Q Canvas 2 Plus,Dual SIM (Mini-SIM),Micromax,IPS LCD,GSM / HSPA,"5.0 inches, 68.9 cm2(~61.3% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/Micromax-A110Q-Canvas-2-Plus.jpg,164 g (5.78 oz),,,,"Black, White","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Yes,HSPA 21.1/5.76 Mbps,"Accelerometer, proximity",,,FM radio,"4.0, A2DP",,Dual-LED flash,,147 x 76.5 x 9.7 mm (5.79 x 3.01 x 0.38 in),microSDHC (dedicated slot),Yes,"Li-Ion 2000 mAh, removable","8 MP, AF",Up to 280 h
No,No,,,,No,Up to 5 h,Yes,,,Audio/video player,,No,"SMS, MMS, Email",,Class 10,Yes,,,,Proprietary,GSM 900 / 1800 - SIM 1 & SIM 2,2013. Released 2013,,,,Discontinued,Yes,About 20 EUR,,,,Downloadable,No,,,,Micromax X322,Dual SIM,Micromax,TFT,GSM,"2.8 inches, 24.3 cm2(~31.9% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-x322.jpg,108 g (3.81 oz),Yes,,,Gray,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",,,,,,FM radio,Yes,,,,130.8 x 58.2 x 14.2 mm (5.15 x 2.29 x 0.56 in),microSDHC (dedicated slot),Yes,"Li-Ion, removable",VGA,Up to 300 h
No,No,,,,No,Up to 4 h,Yes,,,Audio/video player,,No,"SMS, MMS",,Class 12,Yes,,,,Proprietary,GSM 900 / 1800 - SIM 1 & SIM 2,2013. Released 2013,,,,Discontinued,Yes,About 20 EUR,,,,Downloadable,No,,,,Micromax X321,Dual SIM,Micromax,TFT,GSM,"2.8 inches, 24.3 cm2(~33.9% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-x321.jpg,98.6 g (3.46 oz),Yes,,,White,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",,,,,,FM radio,Yes,,,,127.8 x 56 x 8.9 mm (5.03 x 2.20 x 0.35 in),microSDHC (dedicated slot),Yes,"Li-Ion, removable",VGA,Up to 150 h
No,No,,,,No,Up to 4 h,Yes,,,Audio/video player,,No,"SMS, MMS",,Class 10,Yes,,,,Proprietary,GSM 900 / 1800 - SIM 1 & SIM 2,2013. Released 2013,,,,Discontinued,Yes,About 20 EUR,,,,Downloadable,No,Yes,,,Micromax X295,Dual SIM,Micromax,TFT,GSM,"2.6 inches, 20.9 cm2(~33.9% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-x295.jpg,-,Yes,,,Gray,"240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,,,,FM radio,Yes,,,,121 x 51 x 10.8 mm (4.76 x 2.01 x 0.43 in),microSDHC (dedicated slot),Yes,"Li-Ion, removable",VGA,Up to 200 h
No,No,,,,,Up to 4 h 30 min,Yes,,,Audio/video player,,No,SMS,,No,Yes,,,,Proprietary,GSM 900 / 1800 - SIM 1 & SIM 2,2013. Released 2013,,,,Discontinued,Yes,About 20 EUR,,,,Downloadable,No,No,,,Micromax X286,Dual SIM,Micromax,TFT,GSM,"2.4 inches, 17.8 cm2(~29.4% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-x286.jpg,-,Yes,,,"White, Gray","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,FM radio,Yes,,,,119 x 51 x 14.5 mm (4.69 x 2.01 x 0.57 in),microSDHC (dedicated slot),Yes,"Li-Ion, removable",VGA,Up to 220 h
No,No,,,,,Up to 5 h 30 min,Yes,,,Audio/video player,,No,"SMS, MMS",,Class 10,Yes,,,,Proprietary,GSM 900 / 1800 - SIM 1 & SIM 2,2013. Released 2013,,,,Discontinued,Yes,,,,,Downloadable,No,No,,,Micromax X278,Dual SIM,Micromax,TFT,GSM,"2.4 inches, 17.8 cm2(~29.0% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-x278.jpg,-,Yes,,,Black,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,FM radio,Yes,,,,123 x 50 x 15.8 mm (4.84 x 1.97 x 0.62 in),microSDHC (dedicated slot),Yes,"Li-Ion, removable",VGA,Up to 260 h
No,No,,,,No,,Yes,,,Audio/video player,,No,SMS,,No,Yes,,,,Proprietary,GSM 900 / 1800 - SIM 1 & SIM 2,2013. Released 2013,,,,Discontinued,Yes,About 10 EUR,,,,Downloadable,No,No,,,Micromax X099,Dual SIM,Micromax,TFT,GSM,"1.77 inches, 9.9 cm2(~19.7% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-x099.jpg,-,Yes,,,Black,128 x 160 pixels (~116 ppi density),,,,,,FM radio,Yes,,,,109 x 46 x 14.8 mm (4.29 x 1.81 x 0.58 in),microSDHC (dedicated slot),Yes,"Li-Ion, removable",VGA,
CDMA 800,No,,,,No,Up to 5 h,Yes,,,No,,No,SMS,,Yes,Yes,,,,Proprietary,GSM 900 / 1800 - SIM 1 & SIM 2,2013. Released 2013,,,,Discontinued,Yes,About 40 EUR,,,,Downloadable,No,No,,Audio/video player,Micromax GC333,Dual SIM,Micromax,TFT,GSM / CDMA,"2.2 inches, 15.2 cm2",https://fdn2.gsmarena.com/vv/bigpic/micromax-gc333.jpg,-,Yes,,,Black,176 x 220 pixels (~128 ppi density),,,,,,Stereo FM radio,Yes,,,,-,microSDHC (dedicated slot),Yes,"Li-Ion, removable",VGA,Up to 150 h
No,No,,,,Yes,,Yes,,,Audio/video playerPhoto viewerOrganizer,,No,"SMS, MMS, Email",,Class 12,Yes,,,,Proprietary,GSM 900 / 1800 - SIM 1 & SIM 2,2013. Released 2013,,,,Discontinued,Yes,,,,,Downloadable,No,,,,Micromax X396,Dual SIM (Mini-SIM),Micromax,TFT,GSM,"3.2 inches, 31.7 cm2(~47.2% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-x396.jpg,-,Yes,,,White,"240 x 320 pixels, 4:3 ratio (~125 ppi density)",,,,,,FM radio,Yes,,,,112 x 60 x 11.1 mm (4.41 x 2.36 x 0.44 in),microSDHC (dedicated slot),Yes,"Li-Ion, removable",VGA,
No,No,,,,Yes,Up to 3 h,Yes,,,Audio/video playerPhoto viewerOrganizer,,No,"SMS, MMS",,Class 12,Yes,,,,Proprietary,GSM 900 / 1800 - SIM 1 & SIM 2,2013. Released 2013,,,,Discontinued,Yes,About 30 EUR,,,,Downloadable,No,Class 12,,,Micromax X335C,Dual SIM (Mini-SIM),Micromax,"TFT, 256K colors",GSM,"2.8 inches, 24.3 cm2(~41.0% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-x335c.jpg,92 g (3.25 oz),Yes,,,"Black, White","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,,,,,FM radio,Yes,,,,104 x 57 x 13.3 mm (4.09 x 2.24 x 0.52 in),microSDHC (dedicated slot),Yes,"Li-Ion, removable",VGA,Up to 280 h
,GPS,,2 MP,,,Up to 6 h 30 min,Yes,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,0.33 W/kg (head)     0.49 W/kg (body),,,HSDPA 2100,Quad-core 1.2 GHz Cortex-A5,Android 4.1.2 (Jelly Bean),microUSB 2.0,GSM 900 / 1800 - SIM 1 & SIM 2,"2013, May. Released 2013, May","4GB (1.22GB user available), 512MB RAM",Qualcomm MSM8225Q Snapdragon S4 Play,Adreno 203,Discontinued,Yes,About 190 EUR,,,,,No,,,,Micromax A111 Canvas Doodle,Dual SIM (Mini-SIM),Micromax,TFT,GSM / HSPA,"5.3 inches, 77.4 cm2(~68.8% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-a111.jpg,168 g (5.93 oz),,,,White,"480 x 854 pixels, 16:9 ratio (~185 ppi density)",,HSPA 7.2/5.76 Mbps,"Accelerometer, proximity",,,FM radio,"2.1, A2DP",,Dual-LED flash,,147 x 76.5 x 9.7 mm (5.79 x 3.01 x 0.38 in),microSDHC (dedicated slot),Yes,"Li-Ion 2100 mAh, removable","8 MP, AF",Up to 220 h
,No,,VGA,,,Up to 10 h,Yes,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,,HSDPA 2100,Dual-core 1.0 GHz Cortex-A5,Android 4.0.4 (Ice Cream Sandwich),2.0,GSM 900 / 1800,"2013, March. Released 2013, March",2GB,,,Discontinued,Yes,About 130 EUR,,,,,No,,,,Micromax Funbook 3G P600,Yes,Micromax,TFT,GSM / HSPA,"7.0 inches, 139.5 cm2(~60.3% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-p600.jpg,370 g (13.05 oz),,,,Black,"480 x 800 pixels, 5:3 ratio (~133 ppi density)",,HSPA,Accelerometer,,,FM radio,3.0,,,,193.5 x 119.5 x 11.5 mm (7.62 x 4.70 x 0.45 in),microSDHC (dedicated slot),Yes,"Li-Po 3000 mAh, non-removable",2 MP,Up to 224 h
,No,,VGA,,,Up to 4 h 30 min,Yes,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,,HSDPA 2100,1.0 GHz,Android 4.0.4 (Ice Cream Sandwich),Proprietary,GSM 900 / 1800,"2013, March. Released 2013, March",2.5GB,,,Discontinued,Yes,About 120 EUR,,,,,No,,,,Micromax Funbook 3G P560,Yes,Micromax,TFT,GSM / HSPA,"7.0 inches, 139.5 cm2",https://fdn2.gsmarena.com/vv/bigpic/micromax-p560.jpg,323 g (11.39 oz),,,,Black,"480 x 800 pixels, 5:3 ratio (~133 ppi density)",,HSPA,Accelerometer,,,No,3.0,,,,-,microSDHC (dedicated slot),Yes,"Li-Ion 3000 mAh, non-removable",2 MP,Up to 160 h
,No,,VGA,,,Up to 4 h,Yes,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,Yes,,,1.2 GHz Cortex-A9,Android 4.1 (Jelly Bean),Proprietary,GSM 850 / 900 / 1800 / 1900,"2013, February. Released 2013, February",1.65GB,,,Discontinued,Yes,About 100 EUR,,,,,No,Yes,,,Micromax Funbook Talk P362,Yes,Micromax,TFT,GSM,"7.0 inches, 139.5 cm2(~57.5% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-p362.jpg,-,,,,Black,"480 x 800 pixels, 5:3 ratio (~133 ppi density)",,,Accelerometer,,,No,2.1,,,,194 x 125 x 11 mm (7.64 x 4.92 x 0.43 in),microSDHC (dedicated slot),Yes,"Li-Ion, non-removable",2 MP,Up to 180 h
,No,,VGA,,,Up to 4 h 30 min,Yes,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,Yes,,,1.0 GHz Cortex-A8,Android 4.0.4 (Ice Cream Sandwich),2.0,GSM 850 / 900 / 1800 / 1900,"2013, February. Released 2013, February",2GB,,,Discontinued,Yes,About 100 EUR,,,,,No,Yes,,,Micromax Funbook Talk P360,Yes,Micromax,TFT,GSM,"7.0 inches, 139.5 cm2",https://fdn2.gsmarena.com/vv/bigpic/micromax-p360.jpg,-,,,,Black,"480 x 800 pixels, 5:3 ratio (~133 ppi density)",,,Accelerometer,,,FM radio,2.1,,,,-,microSDHC (dedicated slot),Yes,"Li-Ion 3000 mAh, non-removable",2 MP,Up to 160 h
No,GPS,,,,,Up to 7 h,Yes,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,Class 10,,,1.0 GHz Cortex-A9,Android 2.3 (Gingerbread),Proprietary,GSM 900 / 1800 - SIM 1 & SIM 2,"2013, April. Released 2013, April",110MB,Mediatek MT6515,PowerVR SGX531,Discontinued,Yes,About 90 EUR,,,,,No,Class 12,,,Micromax Viva A72,Dual SIM,Micromax,TFT,GSM,"5.0 inches, 71.2 cm2(~65.6% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-a72.jpg,186 g (6.56 oz),,,,Black,"480 x 800 pixels, 5:3 ratio (~187 ppi density)",,,Accelerometer,,,FM radio,3.0,,,,142.8 x 76 x 10.6 mm (5.62 x 2.99 x 0.42 in),microSDHC (dedicated slot),Yes,"Li-Ion, removable",3.15 MP,Up to 280 h
,GPS,,VGA,,,Up to 4 h 30 min,Yes,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,,HSDPA 2100,Dual-core 1.0 GHz Cortex-A9,Android 4.0 (Ice Cream Sandwich),Proprietary,GSM 900 / 1800 - SIM 1 & SIM 2,"2013, March. Released 2013, March",2GB,Mediatek MT6577 (40 nm),PowerVR SGX531u,Discontinued,Yes,About 120 EUR,,,,,No,,,,Micromax Ninja A91,Dual SIM,Micromax,TFT,GSM / HSPA,"4.5 inches, 55.8 cm2(~65.0% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-a91.jpg,149.1 g (5.26 oz),,,,Black,"480 x 854 pixels, 16:9 ratio (~218 ppi density)",,HSPA,Accelerometer,,,FM radio,3.0,,,,130 x 66 x 10 mm (5.12 x 2.60 x 0.39 in),microSDHC (dedicated slot),Yes,"Li-Ion, removable",5 MP,Up to 230 h
No,GPS,,,,,Up to 4 h,Yes,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,,HSDPA 2100,Dual-core 1.0 GHz,Android 2.3 (Gingerbread),Proprietary,GSM 900 / 1800 - SIM 1 & SIM 2,"2013, January. Released 2013, January",130MB,,,Discontinued,Yes,About 70 EUR,,,,,No,,,,Micromax Ninja A54,Dual SIM,Micromax,TFT,GSM / HSPA,"3.5 inches, 36.5 cm2(~50.7% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-a54.jpg,109 g (3.84 oz),,,,Gray,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,HSPA,"Accelerometer, proximity",,,FM radio,2.1,,,,116 x 62 x 12 mm (4.57 x 2.44 x 0.47 in),microSDHC (dedicated slot),Yes,"Li-Ion, removable",3.15 MP,Up to 170 h
,No,,VGA,,,Up to 4 h,Yes,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,Class 12,,,1.0 GHz,Android 2.3.5 (Gingerbread),Proprietary,GSM 900 / 1800 - SIM 1 & SIM 2,"2013, April. Released 2013, April",202MB,,,Discontinued,Yes,About 70 EUR,,,,,No,Yes,,,Micromax Bolt A62,Dual SIM,Micromax,TFT,GSM,"3.95 inches, 46.5 cm2(~56.8% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-a62.jpg,85 g (3.00 oz),,,,Black/White,"320 x 480 pixels, 3:2 ratio (~146 ppi density)",,,,,,FM radio,2.0,,,,121.7 x 67.2 x 12.2 mm (4.79 x 2.65 x 0.48 in),microSDHC (dedicated slot),Yes,"Li-Ion, removable",2 MP,Up to 120 h
,No,,VGA,,,Up to 4 h 30 min,Yes,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,,HSDPA 2100,832 MHz,Android 2.3.7 (Gingerbread),microUSB,GSM 900 / 1800 - SIM 1 & SIM 2,"2013, April. Released 2013, April",512MB 256MB RAM,,,Discontinued,Yes,About 70 EUR,,,,,No,,,,Micromax Bolt A51,Dual SIM,Micromax,TFT,GSM / HSPA,"3.5 inches, 36.5 cm2(~49.3% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-a51.jpg,118 g (4.16 oz),,,,Black/Silver,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,HSPA,Accelerometer,,,FM radio,3.0,,LED flash,,118.5 x 62.5 x 12.8 mm (4.67 x 2.46 x 0.50 in),microSDHC (dedicated slot),Yes,"Li-Ion 1500 mAh, removable",2 MP,Up to 140 h
No,No,,,,,Up to 4 h 30 min,Yes,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,Class 12,,,1.0 GHz,Android 2.3 (Gingerbread),Proprietary,GSM 900 / 1800 - SIM 1 & SIM 2,"2013, February. Released 2013, February",,,,Discontinued,Yes,About 60 EUR,,,,,No,Yes,,,Micromax Bolt A35,Dual SIM,Micromax,TFT,GSM,"4.0 inches, 45.5 cm2(~57.4% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-a35.jpg,89 g (3.14 oz),,,,Black,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,,,,,FM radio,2.1,,,,124 x 64 x 11.6 mm (4.88 x 2.52 x 0.46 in),microSDHC (dedicated slot),Yes,"Li-Ion, removable",2 MP,Up to 175 h
No,No,,,,,Up to 4 h 30 min,Yes,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,Class 12,,,1.0 GHz,Android 2.3 (Gingerbread),Proprietary,GSM 900 / 1800 - SIM 1 & SIM 2,"2013, January. Released 2013, January",,,,Discontinued,Yes,About 50 EUR,,,,,No,Yes,,,Micromax Bolt A27,Dual SIM,Micromax,TFT,GSM,"3.5 inches, 36.5 cm2(~50.6% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-a27.jpg,89 g (3.14 oz),,,,Black,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,,,,,FM radio,2.1,,,,116.2 x 62 x 13.2 mm (4.57 x 2.44 x 0.52 in),microSDHC (dedicated slot),Yes,"Li-Ion, removable",VGA,Up to 260 h
,GPS,,VGA,,,Up to 4 h 30 min,480p@30fps,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,,HSDPA 2100,Dual-core 1.2 GHz Cortex-A9,Android 4.1.2 (Jelly Bean),microUSB 2.0,GSM 900 / 1800 - SIM 1 & SIM 2,"2013, April. Released 2013, May",4GB 512MB RAM,Mediatek MT6577T (40 nm),PowerVR SGX531u,Discontinued,Yes,About 150 EUR,,,,,No,,,,Micromax A115 Canvas 3D,Dual SIM (dual stand-by),Micromax,3D,GSM / HSPA,"5.0 inches, 71.2 cm2",https://fdn2.gsmarena.com/vv/bigpic/micromax-a115-canvas-3d.jpg,-,,,,"Black, White","480 x 800 pixels, 5:3 ratio (~187 ppi density)",,HSPA,"Accelerometer, gyro, proximity",,,FM radio,"4.0, A2DP",,LED flash,,-,microSDHC (dedicated slot),Yes,"Li-Ion 2000 mAh, removable","5 MP, AF",Up to 225 h
,GPS,,2 MP,,,Up to 5 h,720p@30fps,,320p,,,"Wi-Fi 802.11 b/g/n, hotspot",,0.47 W/kg (head)     0.41 W/kg (body),,,HSDPA 2100,Quad-core 1.2 GHz Cortex-A7,"Android 4.1.2 (Jelly Bean), upgradable to 4.2.1 (Jelly Bean)","microUSB 2.0, OTG",GSM 900 / 1800 - SIM 1 & SIM 2,"2013, January. Released 2013, February","4GB (1.77GB user available), 1GB RAM",Mediatek MT6589 (28 nm),PowerVR SGX544,Discontinued,Yes,About 230 EUR,,,,,No,,,,Micromax A116 Canvas HD,Dual SIM,Micromax,IPS LCD,GSM / HSPA,"5.0 inches, 68.9 cm2(~64.7% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-a116-canvas-hd.jpg,156 g (5.50 oz),,,,"Black, White","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Yes,HSPA 21.1/11.5 Mbps,"Accelerometer, gyro, proximity",,,FM radio,"4.0, A2DP",,LED flash,,144 x 74 x 10.7 mm (5.67 x 2.91 x 0.42 in),microSDHC (dedicated slot),Yes,"Li-Ion 2000 mAh, removable","8 MP, AF",Up to 174 h
,GPS,,VGA,,,Up to 6 h,Yes,,,,,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot",,,,,HSDPA 2100,Dual-core 1.0 GHz,Android 4.0.4 (Ice Cream Sandwich),microUSB 2.0,GSM 900 / 1800 - SIM 1 & SIM 2,"2012, December. Released 2012, December","4GB (2GB user available), 512MB RAM",,,Discontinued,Yes,About 140 EUR,,,,,No,,,,Micromax A101,Dual SIM (Mini-SIM),Micromax,TFT,GSM / HSPA,"5.0 inches, 71.2 cm2(~60.9% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-a101.jpg,200 g (7.05 oz),,,,"Black, White","480 x 800 pixels, 5:3 ratio (~187 ppi density)",Yes,HSPA,"Accelerometer, proximity",,,"FM radio, recording","4.0, A2DP",,LED flash,,148 x 79 x 10.3 mm (5.83 x 3.11 x 0.41 in),microSDHC (dedicated slot),Yes,"Li-Ion 2100 mAh, removable",5 MP,Up to 207 h
MP3/AAC/WMA/WAV playerMP4/WMV/H.264 playerDocument viewer,GPS,,VGA,,,Up to 5 h,Yes,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,0.68 W/kg (head),,,HSDPA 2100,Dual-core 1.0 GHz Cortex-A9,"Android 4.0.4 (Ice Cream Sandwich), upgradable to 4.1.1 (Jelly Bean)","microUSB 2.0, OTG",GSM 900 / 1800 - SIM 1 & SIM 2,"2012, October. Released 2012, November","4GB (2GB user available), 512MB RAM",Mediatek MT6577 (40 nm),PowerVR SGX531,Discontinued,Yes,About 160 EUR,,,,,No,,,,Micromax A110 Canvas 2,Dual SIM (Mini-SIM),Micromax,IPS LCD,GSM / HSPA,"5.0 inches, 68.9 cm2(~61.3% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-a110.jpg,168 g (5.93 oz),,,,"Black, White","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Yes,HSPA 21.1/5.76 Mbps,"Accelerometer, proximity",,,FM radio,"3.0, A2DP",,Dual-LED flash,,147 x 76.5 x 9.7 mm (5.79 x 3.01 x 0.38 in),microSDHC (dedicated slot),Yes,"Li-Ion 2000 mAh, removable","8 MP, AF",Up to 180 h
No,GPS,,,,,Up to 4 h,480p,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,,HSDPA 2100,Dual-core 1.0 GHz Cortex-A9,Android 4.0.4 (Ice Cream Sandwich),microUSB 2.0,GSM 900 / 1800 - SIM 1 & SIM 2,"2013, February. Released 2013, February",2GB 512MB RAM,Mediatek MT6577 (40 nm),PowerVR SGX531u,Discontinued,Yes,About 90 EUR,,,,,No,,,,Micromax A89 Ninja,Dual SIM (Mini-SIM),Micromax,"TFT, 256K colors",GSM / HSPA,"3.97 inches, 44.9 cm2",https://fdn2.gsmarena.com/vv/bigpic/micromax-ninja-a89.jpg,-,,,,Black,"480 x 800 pixels, 5:3 ratio (~235 ppi density)",,HSPA,Accelerometer,,,FM radio,2.1,,,,-,microSDHC (dedicated slot),Yes,"Li-Ion 1450 mAh, removable",3.15 MP,Up to 170 h
No,GPS,,,,,Up to 5 h,Yes,,,MP3/AAC/WMA/WAV playerMP4/WMV/H.264 playerDocument viewerPhoto viewer/editor,,"Wi-Fi 802.11 b/g/n, hotspot",,,,,HSDPA 2100 - SIM 1 only,1.0 GHz,Android 2.3.5 (Gingerbread),microUSB 2.0,GSM 900 / 1800 - SIM 1 & SIM 2,"2012, September. Released 2012, September",130MB 256MB RAM,,,Discontinued,Yes,About 90 EUR,,,,,No,,,,Micromax A87 Ninja 4.0,"Dual SIM (Mini-SIM, dual stand-by)",Micromax,"TFT, 256K colors",GSM / HSPA,"4.0 inches, 45.5 cm2(~57.0% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-superfone-a87-ninja-4.jpg,-,,,,Black,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,HSPA 7.2/5.76 Mbps,"Accelerometer, proximity",,,FM radio,2.1,0.66 W/kg (head)     1.24 W/kg (body),,,124.8 x 64 x 11.7 mm (4.91 x 2.52 x 0.46 in),microSDHC (dedicated slot),Yes,"Li-Ion 1400 mAh, removable",2 MP,Up to 175 h
No,GPS,,,,,Up to 4 h,Yes,,,MP3/AAC/WMA/WAV playerMP4/WMV/H.264 playerDocument viewerPhoto viewer/editor,,"Wi-Fi 802.11 b/g/n, hotspot",,,,,HSDPA 2100 - SIM 1 only,1.0 GHz,Android 2.3.5 (Gingerbread),microUSB 2.0,GSM 900 / 1800 - SIM 1 & SIM 2,"2012, September. Released 2012, September","512MB RAM, 256MB",,Adreno 200,Discontinued,Yes,About 70 EUR,,,,,No,,,,Micromax A57 Ninja 3.0,"Dual SIM (Mini-SIM, dual stand-by)",Micromax,"TFT, 256K colors",GSM / HSPA,"3.5 inches, 36.5 cm2(~50.7% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-superfone-a57-ninja-3.jpg,93.8 g (3.28 oz),,,,Black,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,HSPA 7.2/5.76 Mbps,Accelerometer,,,FM radio,2.0,0.86 W/kg (head)     0.60 W/kg (body),,,116 x 62 x 11.5 mm (4.57 x 2.44 x 0.45 in),microSDHC (dedicated slot),Yes,"Li-Ion 1400 mAh, removable",3.15 MP,Up to 145 h
,No,,VGA,,,,Yes,,,,,Wi-Fi 802.11 b/g/n,,,No,,,1.2 GHz Cortex-A8,Android 4.0.4 (Ice Cream Sandwich),miniUSB 2.0,N/A,2012. Released 2012,4GB 512MB RAM,,Mali-400,Discontinued,Yes,About 70 EUR,,,,,No,No,,,Micromax Funbook Infinity P275,No,Micromax,TFT,No cellular connectivity,"7.0 inches, 139.5 cm2",https://fdn2.gsmarena.com/vv/bigpic/micromax-funbook-infinity-p275.jpg,-,,,,Black,"480 x 800 pixels, 5:3 ratio (~133 ppi density)",,,Accelerometer,,,No,No,,,,-,microSDHC (dedicated slot),"Yes, with stereo speakers","Li-Ion 4000 mAh, non-removable",2 MP,
No,,,,,,Up to 5 h (multimedia),,,,MP3/WAV/WMA/AAC/Flac playerDivX/XviD/MP4/WMV/H.264 playerPhoto editorDocument viewer/editor,,Wi-Fi 802.11 b/g/n,,,No,,,1.0 GHz Cortex-A8,Android 4.0.3 (Ice Cream Sandwich),2.0,N/A,"2012, September. Released 2012, October",4GB 512MB RAM,,Mali-400,Discontinued,Yes,About 90 EUR,,,,,No,No,,,Micromax Funbook Alfa P250,No,Micromax,TFT,No cellular connectivity,"7.0 inches, 139.5 cm2",https://fdn2.gsmarena.com/vv/bigpic/micromax-funbook-alfa.jpg,-,,,,Gray,"480 x 800 pixels, 5:3 ratio (~133 ppi density)",,,Accelerometer,,,No,Yes,,,,-,microSDHC (dedicated slot),Yes,"Li-Ion 2800 mAh, non-removable",VGA,
