Unnamed: 0,Loudspeaker,Protection,Status,Loudspeaker_1,Size,Model Image,Dual,Triple,Features,Type_1,_4,64GB 4GB RAM,1TB 24GB RAM,Card slot,Battery (old),Speed,Chipset,Internal,Camera,128GB 6GB RAM,3.5mm jack,Dual_1,Announced,Performance,SAR,Charging,Type,_2,Battery (new),Positioning,Display,Colors,512GB 16GB RAM,512GB 12GB RAM,256GB 12GB RAM,Video_1,Price,256GB 4GB RAM,4G bands,USB,Radio,512GB 8GB RAM,Sensors,256GB 8GB RAM,Quad,WLAN,NFC,Video,Dimensions,EDGE,3G bands,Build,_6,Models,Triple_1,GPU,5G bands,Infrared port,Bluetooth,GPRS,OS,Audio quality,_1,1TB 16GB RAM,Weight,Brand,SAR EU,_5,Features_1,2G bands,CPU,Stand-by,Single_1,Technology,Model Name,SIM,128GB 8GB RAM,Single,Talk time,Resolution,_3,128GB 4GB RAM,URL,Image
CDMA 800,"Yes, with stereo speakers",,"Available. Released 2021, September 01",,"6.76 inches, 115.7 cm2(~94.9% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/honor-magic3-pro.jpg,,,"Color spectrum sensor, LED flash, HDR, panorama",Li-Po 4600 mAh,,,,No,,"HSPA, LTE, 5G",Qualcomm SM8350 Snapdragon 888+ 5G (5 nm),"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",,,No,,"2021, August 12",,,66W wired66W wireless5W reverse wireless5W reverse wired,"OLED, 1B colors, 120Hz, HDR10+",IP68 dust/water resistant (up to 1.5m for 30 min),,"GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a)",,"Golden Hour (Vegan Leather), Black, White",,,,1080p@30fps,About 800 EUR,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41","USB Type-C 2.0, OTG",No,,"Fingerprint (under display, optical), Face ID, accelerometer, gyro, proximity, compass",,"50 MP, f/1.9, 23mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF64 MP, f/3.5, 90mm (telephoto), 1/2.0"", 0.7µm, PDAF, OIS, 3.5x optical zoom64 MP, f/1.8, (monochrome)13 MP, f/2.2, 120˚ (ultrawide), PDAFTOF 3D (depth)","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct",Yes,"4K@30/60fps, 1080p@30/60fps, gyro-EIS",162.8 x 74.9 x 9.0 mm or 9.5 mm,,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"Glass front, glass back or vegan leather back, aluminum frame",,ELZ-AN10,,Adreno 660,"1, 3, 5, 8, 28, 38, 41, 77, 78, 79 SA/NSA",,"5.2, A2DP, LE, aptX HD",,"Android 11, Magic UI 5",,CDMA2000 1xEV-DO,,212 g / 213 g (7.48 oz),Honor,,,HDR,GSM 850 / 900 / 1800 / 1900,Octa-core (1x2.99 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55),,,GSM / CDMA / HSPA / EVDO / LTE / 5G,Honor Magic3 Pro,Nano-SIM + Nano-SIM,,"13 MP, f/2.4, 100˚ (ultrawide)TOF 3D, (depth/biometrics sensor)",,"1344 x 2772 pixels, 18.5:9 ratio (~456 ppi density)",,,,
CDMA 800,"Yes, with stereo speakers",,"Available. Released 2021, August 20",,"6.76 inches, 115.7 cm2(~94.9% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/honor-magic3.jpg,,"50 MP, f/1.9, 23mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF64 MP, f/1.8, (monochrome)13 MP, f/2.2, 120˚ (ultrawide)","LED flash, HDR, panorama",Li-Po 4600 mAh,,,,No,,"HSPA, LTE, 5G",Qualcomm SM8350 Snapdragon 888 5G (5 nm),"128GB 8GB RAM, 256GB 8GB RAM",,,No,,"2021, August 12",,,66W wired5W reverse wired,"OLED, 1B colors, 120Hz, HDR10+","IP54, dust and splash resistant",,"GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a)",,"Golden Hour (Vegan Leather), Blue Hour (Vegan  Leather), Black, White",,,,1080p@30fps,About 670 EUR,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41","USB Type-C 3.1, OTG",No,,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct",Yes,"4K@30/60fps, 1080p@30/60fps, gyro-EIS",162.8 x 74.9 x 8.99 mm (Glass) / 9.5 mm (Vegan Leather),,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"Glass front, glass back or vegan leather back, aluminum frame",,ELZ-AN00,,Adreno 660,"1, 3, 5, 8, 28, 38, 41, 77, 78, 79 SA/NSA",,"5.2, A2DP, LE, aptX HD",,"Android 11, Magic UI 5",,CDMA2000 1xEV-DO,,203 g (Glass) / 202 g (Vegan Leather) (7.16 oz),Honor,,,HDR,GSM 850 / 900 / 1800 / 1900,Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55,,,GSM / CDMA / HSPA / EVDO / LTE / 5G,Honor Magic3,Nano-SIM + Nano-SIM,,"13 MP, f/2.4, 100˚ (ultrawide)",,"1344 x 2772 pixels, 18.5:9 ratio (~456 ppi density)",,,,
CDMA 800,Yes,,"Available. Released 2021, August 05",,"6.6 inches, 105.2 cm2(~89.3% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/honor-play-5t-pro.jpg,"64 MP, f/1.9, 27mm (wide), PDAF2 MP, f/2.4, (depth)",,"LED flash, HDR, panorama",Li-Po 4000 mAh,,,,No,,"HSPA, LTE",Mediatek MT6769V/CU Helio G80 (12 nm),128GB 8GB RAM,,,Yes,,"2021, August 05",,,22.5W wired,IPS LCD,,,"GPS, GLONASS, GALILEO, BDS",,"Magic Black, Titanium Silver",,,,1080p@30fps,About 200 EUR,,LTE,"USB Type-C 2.0, OTG",No,,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",No,"1080p@30fps, gyro-EIS",160.7 x 73.3 x 8.4 mm (6.33 x 2.89 x 0.33 in),,HSDPA 850 / 900 / 1900 / 2100,,,,,Mali-G52 MC2,,,"5.1, A2DP, LE",,"Android 11, Magic UI 4.0",,CDMA2000 1x,,179 g (6.31 oz),Honor,,,,GSM 850 / 900 / 1800 / 1900,Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),,,GSM / CDMA / HSPA / CDMA2000 / LTE,Honor Play 5T Pro,Nano-SIM + Nano-SIM,,"16 MP, f/2.0, (wide)",,"1080 x 2400 pixels, 20:9 ratio (~399 ppi density)",,,,
CDMA 800,Yes,,"Available. Released 2021, July 09",,"6.6 inches, 105.2 cm2(~89.3% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/honor-x20-se.jpg,,"64 MP, f/1.9, 27mm (wide), PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)","LED flash, HDR, panorama",Li-Po 4000 mAh,,,,No,,"HSPA, LTE, 5G",Mediatek Dimensity 700 (7 nm),"128GB 6GB RAM, 128GB 8GB RAM",,,Yes,,"2021, June 30",,,22.5W wired,IPS LCD,,,"GPS, GLONASS, GALILEO, BDS",,"Black, Green, Rose Gold, Silver",,,,1080p@30fps,About 240 EUR,,LTE,"USB Type-C 2.0, OTG",No,,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",No,"1080p@30fps, gyro-EIS",160.7 x 73.3 x 8.4 mm (6.33 x 2.89 x 0.33 in),,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,,,,Mali-G57 MC2,SA/NSA,,"5.1, A2DP, LE",,"Android 11, Magic UI 4.0",,,,179 g (6.31 oz),Honor,,,,GSM 850 / 900 / 1800 / 1900,Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),,,GSM / CDMA / HSPA / LTE / 5G,Honor X20 SE,Nano-SIM + Nano-SIM,,"16 MP, f/2.0, (wide)",,"1080 x 2400 pixels, 20:9 ratio (~399 ppi density)",,,,
CDMA 800,Yes,,"Available. Released 2021, June 25",,"6.72 inches, 110.9 cm2(~90.8% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/honor-50-pro-.jpg,"12 MP, f/2.4, 18mm, 100˚ (ultrawide), 1/2.8"", 1.25µm32 MP, f/2.2, 22mm (wide), 1/3.14""",,"LED flash, HDR, panorama",Li-Po 4000 mAh,,,,No,,"HSPA, LTE, 5G",Qualcomm SM7325 Snapdragon 778G 5G (6 nm),"256GB 8GB RAM, 256GB 12GB RAM",,,No,,"2021, June 16",,,"100W wired, 100% in 25 min","OLED, 1B colors, 120Hz",,,"GPS, GLONASS, BDS",,"Frost Crystal, Amber Red, Emerald Green, Midnight Black",,,,1080p@30fps,About 480 EUR,,"1, 2, 4, 5, 8, 19, 34, 38, 39, 40, 41","USB Type-C 2.0, OTG",No,,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,"108 MP, f/1.9, (wide), 1/1.52"", 0.7µm, PDAF8 MP, f/2.2, 120˚, 17mm (ultrawide)2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct",Yes,"4K@30fps, 1080p@30/60fps, gyro-EIS",163.5 x 74.7 x 8 mm (6.44 x 2.94 x 0.31 in),,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,,,RNA-AN00,,Adreno 642L,"1, 5, 8, 41, 77, 78 SA/NSA",,"5.2, A2DP, LE, aptX HD",,"Android 11, Magic UI 4.2, Google Play Services",,CDMA2000 1x,,187 g (6.60 oz),Honor,,,,GSM 850 / 900 / 1800 / 1900,Octa-core (1x2.4 GHz Cortex-A78 & 3x2.2 GHz Cortex-A78 & 4x1.9 GHz Cortex-A55),,,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,Honor 50 Pro,Nano-SIM + Nano-SIM,,,,"1236 x 2676 pixels, 19.5:9 ratio (~439 ppi density)",,,,
CDMA 800,Yes,,"Available. Released 2021, June 25",-28.2 LUFS (Average),"6.57 inches, 106.0 cm2(~89.7% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/honor-50-.jpg,,,"LED flash, HDR, panorama",Li-Po 4300 mAh,,,,No,Endurance rating 100h,"HSPA, LTE, 5G",Qualcomm SM7325 Snapdragon 778G 5G (6 nm),"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",Photo/Video,,No,,"2021, June 16",AnTuTu: 470348 (v9)GeekBench: 2971 (v5.1)GFXBench: 27fps (ES 3.1 onscreen),,"66W wired, 70% in 20 min, 100% in 45 min","OLED, 1B colors, 120Hz","1, 2, 3, 4, 5, 8, 18, 19, 26, 34, 38, 39, 40, 41 - China",,"GPS, GLONASS, GALILEO, BDS, QZSS",748 nits max brightness (measured),"Frost Crystal, Amber Red, Emerald Green, Midnight Black, Honor Code",,,,1080p@30fps,About 180 EUR,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 66 - International","USB Type-C 2.0, OTG",No,,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,"108 MP, f/1.9, (wide), 1/1.52"", 0.7µm, PDAF8 MP, f/2.2, 120˚, 17mm (ultrawide)2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct",Yes,"4K@30fps, 1080p@30/60fps, gyro-EIS",160 x 73.8 x 7.8 mm (6.30 x 2.91 x 0.31 in),,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"Glass front, plastic frame, glass back",,"NTH-AN00, NTH-NX9",,Adreno 642L,"1, 3, 7, 28, 38, 40, 41, 77, 78 SA/NSA - International",,"5.2, A2DP, LE, aptX HD",,"Android 11, Magic UI 4.2",,CDMA2000 1x,,175 g (6.17 oz),Honor,,,,GSM 850 / 900 / 1800 / 1900,Octa-core (1x2.4 GHz Cortex-A78 & 3x2.2 GHz Cortex-A78 & 4x1.9 GHz Cortex-A55),,,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,Honor 50,Nano-SIMNano-SIM + Nano-SIM,,"32 MP, f/2.2, 22mm (wide), 1/3.14""",,"1080 x 2340 pixels, 19.5:9 ratio (~392 ppi density)","1, 5, 8, 41, 77, 78 SA/NSA - China",,,
CDMA 800,Yes,,"Available. Released 2021, July 02",,"6.78 inches, 111.4 cm2(~89.4% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/honor-50-se.jpg,,"108 MP, f/1.9, (wide), 1/1.52"", 0.7µm, PDAF8 MP, f/2.2, 120˚, 17mm (ultrawide)2 MP, f/2.4, (macro)","LED flash, HDR, panorama",Li-Po 4000 mAh,,,,No,,"HSPA, LTE, 5G",Mediatek Dimensity 900 (6 nm),"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",,,No,,"2021, June 16",,,"66W wired, 75% in 20 min","IPS LCD, 120Hz",Virtual proximity sensing,,"GPS, GLONASS, BDS",,"Black, Blue, Silver",,,,1080p@30fps,About 310 EUR,,"1, 2, 3, 4, 5, 8, 18, 19, 26, 34, 38, 39, 40, 41","USB Type-C 2.0, OTG",No,,"Fingerprint (side-mounted), accelerometer, gyro, compass",,,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct",No,"4K@30fps, 1080p@30/60fps, gyro-EIS",164.7 x 75.6 x 8 mm (6.48 x 2.98 x 0.31 in),,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,,,JLH-AN00,,Mali-G78 MC4,"1, 41, 77, 78 SA/NSA",,"5.1, A2DP, LE",,"Android 11, Magic UI 4.2",,CDMA2000 1x,,191 g (6.74 oz),Honor,,,,GSM 850 / 900 / 1800 / 1900,Octa-core (2x2.4 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),,,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,Honor 50 SE,Nano-SIM + Nano-SIM,,"16 MP, f/2.2, (wide)",,1080 x 2388 pixels (~387 ppi density),,,,
CDMA 800,Yes,Schott Xensation Up,"Available. Released 2021, May 26",,"6.53 inches, 102.9 cm2(~85.2% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/honor-play-5.jpg,,,"LED flash, HDR, panorama",Li-Po 3800 mAh,,,,Unspecified,,"HSPA, LTE, 5G",Mediatek Dimensity 800U (7 nm),"128GB 8GB RAM, 256GB 8GB RAM",,,No,,"2021, May 18",,,"66W wired, 60% in 15 min, 100% in 35 min","OLED, HDR10",,,"GPS, GLONASS, GALILEO, BDS",,"Black, Violet, Light Blue",,,,1080p@30fps,About 270 EUR,,"1, 2, 3, 4, 5, 8, 18, 19, 26, 34, 38, 39, 40, 41","USB Type-C 2.0, OTG",No,,"Fingerprint (under display, optical), accelerometer, proximity, compass",,"64 MP, f/1.9, 26mm (wide), 1/1.72"", 0.8µm, PDAF8 MP, f/2.4, (ultrawide)2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Yes,"4K@30fps, 1080p@30fps, gyro-EIS",161.6 x 74.8 x 7.5 mm (6.36 x 2.94 x 0.30 in),,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,,,,Mali-G57 MC3,"1, 28, 41, 77, 78 SA/NSA",,"5.1, A2DP, LE",,"Android 10, Magic UI 4.0, no Google Play Services",,,,179 g (6.31 oz),Honor,,,,GSM 850 / 900 / 1800 / 1900,Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),,,GSM / CDMA / HSPA / LTE / 5G,Honor Play5 5G,Nano-SIM + Nano-SIM,,"16 MP, f/2.0, (wide)",,"1080 x 2400 pixels, 20:9 ratio (~403 ppi density)",,,,
Stylus support,Yes,,"Available. Released 2021, May 07",,"8.0 inches, 185.6 cm2(~76.7% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-x7.jpg,,,"HDR, panorama",Li-Po 5100 mAh,,,,microSDXC,,"HSPA, LTE - cellular model only",Mediatek MT8768T Helio P22T,32GB 3GB RAM,,,Yes,,"2021, May 07",,,10W wired,"IPS LCD, 300 nits (typ)",,,"GPS, GLONASS, GALILEO, BDS - cellular model only",,Dark Blue,,,,720p@30fps,About 120 EUR,,"1, 3, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41","microUSB 2.0, OTG",No,,Accelerometer,,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",No,1080p@30fps,199.7 x 121.1 x 8.5 mm (7.86 x 4.77 x 0.33 in),,HSDPA 800 / 850 / 900 / 1900 / 2100,,,KOB2-W09HN,,PowerVR GE8320,,,"5.1, A2DP, LE",,"Android 10, Magic UI 4.0, no Google Play Services",,eMMC 5.1,,325 g (11.46 oz),Honor,,,,GSM 850 / 900 / 1800 / 1900,Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),,"2 MP, f/2.4",GSM / HSPA / LTE,Honor Tablet X7,Nano-SIM (cellular model only),,"5 MP, f/2.2, AF",,"800 x 1280 pixels, 16:10 ratio (~189 ppi density)",,,,
CDMA 800,Yes,,"Available. Released 2021, May 01",,"6.52 inches, 102.6 cm2(~82.6% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/honor-play-20.jpg,"13 MP, f/1.8, (wide), PDAF2 MP, f/2.4, (depth)",,"LED flash, HDR, panorama",Li-Po 5000 mAh,,,,microSDXC (uses shared SIM slot),,"HSPA, LTE",Unisoc T610 (12 nm),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",,,Yes,,"2021, April 26",,,10W wired,IPS LCD,eMMC 5.1,,"GPS, BDS",,"Black, White, Blue, Silver/Pink",,,,,About 110 EUR,,LTE,USB Type-C 2.0,FM radio,,"Accelerometer, proximity, compass",,,Wi-Fi 802.11 b/g/n,No,1080p@30fps,164 x 75.8 x 8.9 mm (6.46 x 2.98 x 0.35 in),,HSDPA 850 / 900 / 1900 / 2100,"Glass front, plastic back, plastic frame",,KOZ-AL00,,Mali-G52 MP2,,,"5.0, A2DP, LE",,"Android 10, Magic UI 4.0, no Google Play Services",,CDMA2000 1x,,198 g (6.98 oz),Honor,,,,GSM 850 / 900 / 1800 / 1900,Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),,,GSM / CDMA / HSPA / CDMA2000 / LTE,Honor Play 20,Nano-SIM + Nano-SIM,,"5 MP, f/2.2, (wide)",,"720 x 1600 pixels, 20:9 ratio (~269 ppi density)",,,,
CDMA 800,Yes,,"Available. Released 2021, April 27",,"6.6 inches, 105.2 cm2(~83.8% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/honor-play-5t-lite.jpg,,,"LED flash, HDR, panorama",Li-Po 5000 mAh,,,,microSDXC (uses shared SIM slot),,"HSPA, LTE",Mediatek MT6765 Helio P35 (12 nm),"128GB 6GB RAM, 128GB 8GB RAM",,,Yes,,"2021, April 20",,,22.5W wired,IPS LCD,eMMC 5.1,,"GPS, GLONASS, BDS",,"Black, Blue",,,,1080p@30fps,About 170 EUR,,LTE,USB Type-C 2.0,No,,"Fingerprint (side-mounted), accelerometer, proximity",,"13 MP, (wide), PDAF5 MP, (ultrawide)2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)","Wi-Fi 802.11 b/g/n, Wi-Fi Direct",No,1080p@30fps,165.2 x 76 x 9.2 mm (6.50 x 2.99 x 0.36 in),,HSDPA 850 / 900 / 1900 / 2100,"Glass front, plastic back, plastic frame",,NZA-AL00,,PowerVR GE8320,,,"5.1, A2DP, LE",,"Android 10, Magic UI 4.0, no Google Play Services",,CDMA2000 1x,,191 g (6.74 oz),Honor,,,,GSM 850 / 900 / 1800 / 1900,Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),,,GSM / CDMA / HSPA / CDMA2000 / LTE,Honor Play 5T Youth,Nano-SIM + Nano-SIM,,"8 MP, (wide)",,"720 x 1600 pixels, 20:9 ratio (~266 ppi density)",,,,
,"Yes, with stereo speakers",,"Available. Released 2021, March 27",,"10.1 inches, 295.8 cm2(~77.4% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/honor-tab7.jpg,,,"HDR, panorama",Li-Po 5100 mAh,,,,microSDXC,,"HSPA, LTE - cellular model only",Mediatek MT8786,"64GB 4GB RAM, 128GB 4GB RAM",,,No,,"2021, March 23",,,10W wired,IPS LCD,,,"GPS, GLONASS, BDS - cellular model only",,"Mint Green, Space Gray",,,,720p@30fps,About 180 EUR,,LTE,"USB Type-C 2.0, OTG",No,,Accelerometer,,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",No,1080p@30fps,240.2 x 159 x 7.6 mm (9.46 x 6.26 x 0.30 in),,HSDPA 2100,,,AGM3-W09HN,,,,,"5.1, A2DP, LE",,"Android 10, Magic UI 4.1, no Google Play Services",,,,460 g (1.01 lb),Honor,,,,GSM 850 / 900 / 1800 / 1900,Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),,"2 MP, f/2.4",GSM / HSPA / LTE,Honor Tab 7,Nano-SIM (cellular model only),,"5 MP, f/2.2, AF",,"1200 x 1920 pixels, 16:10 ratio (~224 ppi density)",,,,
CDMA 800,Yes,,"Available. Released 2021, March 28",,"6.57 inches, 106.0 cm2(~89.3% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/honor-v40-lite.jpg,,,"LED flash, panorama, HDR",Li-Po 3800 mAh,,,,No,,"HSPA, LTE, 5G",Mediatek Dimensity 800U (7 nm),"128GB 8GB RAM, 256GB 8GB RAM",,,No,,"2021, March 23",,,"66W wired, 60% in 15 min, 100% in 35 min5W reverse wired","OLED, 1B colors, HDR10, 90Hz",,,"GPS, GLONASS, BDS, GALILEO",,"Black, Blue, Green",,,,4K,About 390 EUR,,"1, 2, 3, 4, 5, 8, 18, 19, 26, 34, 38, 39, 40, 41","USB Type-C 2.0, OTG",No,,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,"64 MP, f/1.9, 26mm (wide), PDAF8 MP, f/2.4, 120˚, 17mm (ultrawide)2 MP, f/2.4, (depth)2 MP, f/2.4, (macro)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Yes,"4K, 1080p, 720p@960fps, gyro-EIS",160.1 x 74.1 x 7.6 mm (6.30 x 2.92 x 0.30 in),,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,,,ALA-AN70,,Mali-G57 MC3,"1, 28, 41, 77, 78 SA/NSA",,"5.1, A2DP, LE",,"Android 10, Magic UI 4.0, no Google Play Services",,UFS,,169 g (5.96 oz),Honor,,,HDR,GSM 850 / 900 / 1800 / 1900,Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),,,GSM / CDMA / HSPA / LTE / 5G,Honor V40 Lite,Nano-SIM + Nano-SIM,,"32 MP, f/2.0, 26mm (wide)",,"1080 x 2340 pixels, 19.5:9 ratio (~392 ppi density)",,,,
Always-on display,"Yes, with stereo speakers",,Cancelled,,"6.72 inches, 110.9 cm2(~91.5% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/honor-v40-5g.jpg,"16 MP, f/2.0, (wide)Color spectrum sensor","50 MP, f/1.9, (wide), 1/1.56"", 1.0µm, PDAF8 MP, f/2.4, 120˚, 17mm (ultrawide)2 MP, f/2.4, (macro)","Laser AF, LED flash, panorama, HDR",Li-Po 4000 mAh,,,,No,,"HSPA, LTE, 5G",Mediatek Dimensity 1000+ (7 nm),256GB 8GB RAM,,,No,,"2021, January 22",,,"66W wired, 60% in 15 min, 100% in 35 min50W wireless, 50% in 35 min5W reverse wired","AMOLED, 1B colors, HDR10, 120Hz, 800 nits (peak)",,,"GPS (L1+L5), GLONASS, BDS, GALILEO, QZSS",,"Midnight Black, Rose Gold, Titanium Silver",,,,"1080p@30fps, gyro-EIS",,,LTE,"USB Type-C, OTG",No,,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct",Yes,"4K, 1080p, 720p@1920fps, HDR, gyro-EIS",163.1 x 74.3 x 8 mm (6.42 x 2.93 x 0.31 in),,HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100,,,,,Mali-G77 MC9,SA/NSA,Yes,"5.1, A2DP, LE",,"Android 10, with Google Play Services (unconfirmed)",,UFS 2.1,,189 g (6.67 oz),Honor,,,HDR,GSM 850 / 900 / 1800 / 1900,Octa-core (4x2.6 GHz Cortex-A77 & 4x2.0 GHz Cortex-A55),,,GSM / HSPA / LTE / 5G,Honor View40,Nano-SIM + Nano-SIM,,,,"1236 x 2676 pixels, 19.5:9 ratio (~439 ppi density)",,,,
CDMA 800,"Yes, with stereo speakers",,"Available. Released 2021, January 22",,"6.72 inches, 110.4 cm2(~91.1% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/honor-v40-5g.jpg,"16 MP, f/2.0, (wide)Color spectrum sensor","50 MP, f/1.9, (wide), 1/1.56"", 1.0µm, PDAF8 MP, f/2.4, 120˚, 17mm (ultrawide)2 MP, f/2.4, (macro)","Laser AF, LED flash, panorama, HDR",Li-Po 4000 mAh,,,,No,,"HSPA, LTE, 5G",Mediatek Dimensity 1000+ (7 nm),"128GB 8GB RAM, 256GB 8GB RAM",,,No,,"2021, January 22",,,"66W wired, 60% in 15 min, 100% in 35 min50W wireless, 50% in 35 min5W reverse wired","AMOLED, 1B colors, HDR10, 120Hz, 800 nits (peak)",Always-on display,,"GPS (L1+L5), GLONASS, BDS, GALILEO, QZSS",,"Midnight Black, Rose Gold, Titanium Silver",,,,"1080p@30fps, gyro-EIS",About 460 EUR,,"1, 2, 3, 4, 5, 8, 18, 19, 26, 34, 38, 39, 40, 41","USB Type-C, OTG",No,,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct",Yes,"4K, 1080p, 720p@1920fps, HDR, gyro-EIS",163.1 x 74.3 x 8 mm (6.42 x 2.93 x 0.31 in),,HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100,,,YOK-AN10,,Mali-G77 MC9,"1, 28, 38, 41, 77, 78, 79 SA/NSA",Yes,"5.1, A2DP, LE",,"Android 10, Magic UI 4.0, no Google Play Services",,CDMA2000 1x,,189 g (6.67 oz),Honor,,,HDR,GSM 850 / 900 / 1800 / 1900,Octa-core (4x2.6 GHz Cortex-A77 & 4x2.0 GHz Cortex-A55),,,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,Honor V40 5G,Nano-SIM + Nano-SIM,,,,"1236 x 2676 pixels, 19.5:9 ratio (~440 ppi density)",UFS 2.1,,,
