,CPU,Features,Stand-by,Camera,Single_1,Alert types,OS,Loudspeaker,Bluetooth,SAR EU,Games,Stand-by_1,_2,Price,_3,3.5mm jack,Keyboard,SIM,Single,Weight,Chipset,Loudspeaker_1,Call records,Status,WLAN,Infrared port,Talk time_1,2G bands,Battery (old),Display,Browser,Resolution,Talk time,Card slot,Alarm,Speed,Announced,Video_1,Technology,_1,SAR,Clock,Brand,Protection,GPU,Audio quality,Model Image,Size,Model Name,Music play,Messaging,Colors,Type,Phonebook,GPRS,Dimensions,Internal,USB,EDGE,Positioning,Radio,3G bands,Models,Video,Type_1,_4,Sensors,Java
,,,Up to 385 h (2G) / Up to 365 h (3G),,,,,"Yes, with stereo speakers","2.0, A2DP",1.00 W/kg (head),Yes + downloadable,,Walkman playerTrackID music recognitionSensMeShake controlPhoto editorOrganizerVoice memoPredictive text input,About 150 EUR,,No,,Mini-SIM,3.15 MP,105 g (3.70 oz),,,"30 received, dialed and missed calls",Discontinued,No,,,GSM 850 / 900 / 1800 / 1900,,,"WAP 2.0/xHTML, HTML (NetFront)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",Up to 9 h (2G) / Up to 4 h 30 min (3G),"Memory Stick Micro (M2), up to 8 GB, 2 GB included",,HSPA 3.6/0.384 Mbps,"2008, July. Released 2008, September",,GSM / HSPA,No,,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/se-w595s.jpg,"2.2 inches, 15.0 cm2(~31.9% screen-to-body ratio)",Sony Ericsson W595s,Up to 26 h,"SMS, EMS, MMS, Email",Dusty Blue,"TFT, 256K colors","1000 x 20 fields, Photo call",,100 x 47 x 14 mm (3.94 x 1.85 x 0.55 in),40MB,2.0,,No,"Stereo FM radio, RDS",HSDPA 2100,,320p@15fps,Removable Li-Po 950 mAh battery,,Accelerometer,"Yes, MIDP 2.0"
No,,,Up to 300 h,,,"Vibration, MP3, AAC ringtones",,Yes,"2.0, A2DP",0.95 W/kg (head),Yes + downloadable,,,About 80 EUR,,No,,Mini-SIM,2 MP,78 g (2.75 oz),,,"30 received, dialed and missed calls",Discontinued,No,,,GSM 850 / 900 / 1800 / 1900,,,WAP 2.0/xHTML,176 x 220 pixels (~141 ppi density),Up to 7 h,"Memory Stick Micro (M2), up to 4 GB, 512 MB included",,,"2008, July. Released 2008, October",,GSM,Walkman playerTrackID music recognitionOrganizerVoice memoPredictive text input,,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/se-w302.jpg,"2.0 inches, 12.6 cm2(~27.4% screen-to-body ratio)",Sony Ericsson W302,Up to 10 h,"SMS, EMS, MMS, Email","Midnight Black, Sparkling White, Indigo Blue","TFT, 256K colors","Yes, Photocall",Class 10,100 x 46 x 10.5 mm (3.94 x 1.81 x 0.41 in),20MB,Proprietary,Class 10,No,"Stereo FM radio, RDS",,,QCIF@15fps,Removable Li-Po 950 mAh battery,,,"Yes, MIDP 2.0"
HSDPA 850 / 1900 / 2100 - C905a,,xenon flash,Up to 380 h (2G) / Up to 360 h (3G),,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",,Yes,"2.0, A2DP",0.77 W/kg (head),Yes + downloadable,,MP3/AAC/MP4 playerTrackID music recognitionPhoto editorTV-outOrganizerVoice memo/dialPredictive text input,About 180 EUR,,No,,Mini-SIM,"8 MP, AF",136 g (4.80 oz),,Voice 65dB / Noise 66dB / Ring 73dB,"30 received, dialed and missed calls",Discontinued,"Wi-Fi 802.11 b/g, DLNA",,,GSM 850 / 900 / 1800 / 1900,,,"WAP 2.0/HTML (NetFront), RSS reader","240 x 320 pixels, 4:3 ratio (~167 ppi density)",Up to 9 h (2G) / Up to 4 h (3G),"Memory Stick Micro (M2), up to 8 GB, 2 GB/ 8 GB included",,HSPA 3.6/0.384 Mbps,"2008, June. Released 2008, October",,GSM / HSPA,No,1.02 W/kg (head)     0.58 W/kg (body),,Sony_Ericsson,Scratch-resistant glass,,,https://fdn2.gsmarena.com/vv/bigpic/se-c905.jpg,"2.4 inches, 17.8 cm2(~35.0% screen-to-body ratio)",Sony Ericsson C905,,"SMS(threaded view), MMS, Email,  Instant Messaging","Night Black, Ice Silver, Copper Gold, Tender Rose","TFT, 256K colors","1000 x 20 fields, Photo call",,104 x 49 x 18-19.5 mm,160MB,2.0,,"GPS, A-GPS; Wayfinder Navigator 7","Stereo FM radio, RDS",HSDPA 2100,,320p@30fps,Removable Li-Po 930 mAh battery (BST-38),,Accelerometer,"Yes, MIDP 2.0"
No,,LED flash,Up to 300 h,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,Yes,"2.0, A2DP",,Yes + downloadable,,,About 70 EUR,,No,,Mini-SIM,2 MP,79 g (2.79 oz),,,"30 received, dialed and missed calls",Discontinued,No,,,GSM 850 / 900 / 1800 / 1900,,,WAP 2.0/xHTML,176 x 220 pixels (~141 ppi density),Up to 7 h,"Memory Stick Micro (M2), up to 4 GB",,,"2008, June. Released 2008, December",,GSM,MP3 playerTrackID music recognitionOrganizerVoice memoPredictive text input,1.22 W/kg (head)     0.36 W/kg (body),,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/se-s302.jpg,"2.0 inches, 12.6 cm2(~27.1% screen-to-body ratio)",Sony Ericsson S302,,"SMS, MMS, Email","Thunder Grey, Crystal Blue","TFT, 256K colors","1000 entries, Photo call",Yes,101 x 46 x 12 mm (3.98 x 1.81 x 0.47 in),20MB,Proprietary,Yes,No,FM radio,,,Yes,Removable Li-Po 950 mAh battery,,,"Yes, MIDP 2.0"
No,,,Up to 400 h,,,"Vibration, MP3, AAC ringtones",,Yes,"2.0, A2DP",,"Yes, incl. motion-based + downloadable",,,About 70 EUR,,No,,Mini-SIM,2 MP,97.5 g (3.46 oz),,,"30 received, dialed and missed calls",Discontinued,No,,,GSM 850 / 900 / 1800 / 1900,,,WAP 2.0/xHTML,176 x 220 pixels (~141 ppi density),Up to 8 h,"Memory Stick Micro (M2), up to 4 GB",,,"2008, June. Released 2008, November",,GSM,MP3 playerTrackID music recognitionPhoto editorOrganizerVoice memo/dial,0.84 W/kg (head)     0.52 W/kg (body),,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/se-f305.jpg,"2.0 inches, 12.6 cm2(~27.9% screen-to-body ratio)",Sony Ericsson F305,,"SMS, MMS, Email,  Instant Messaging","Polar White, Mystic Black, Raspberry Red, Tectonic Grey","TFT, 256K colors","1000 entries, Photo call",Yes,96 x 47 x 14.6 mm (3.78 x 1.85 x 0.57 in),10MB,Proprietary,Yes,No,"Stereo FM radio, RDS",,,Yes,Removable Li-Po 950 mAh battery,,,"Yes, MIDP 2.0"
GSM 850 / 1900 - American version,,,Up to 450 h,,,Vibration; Polyphonic ringtones,,Yes,No,1.21 W/kg (head),Yes,,No,About 40 EUR,OrganizerPredictive text input,Yes,,Mini-SIM,,76 g (2.68 oz),,,Yes,Discontinued,No,,,GSM 900 / 1800,,,No,"128 x 128 pixels, 1:1 ratio (~121 ppi density)",Up to 9 h,No,,,"2008, June. Released 2009, January",,GSM,Dust resistant keypadFlashlight,,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/se-j132.jpg,"1.5 inches, 7.3 cm2(~15.7% screen-to-body ratio)",Sony Ericsson J132,,SMS,"Night Black, Heaven Blue","CSTN, 65K colors",Yes,No,103 x 45 x 15.3 mm (4.06 x 1.77 x 0.60 in),4MB,No,No,No,"Stereo FM radio, RDS",,,,Removable Li-Po 930 mAh battery,,,No
GSM 850 / 1900 - American version,,,Up to 300 h,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,Yes,Yes,0.94 W/kg (head),Yes + downloadable,,"Wallpapers, screensavers",About 50 EUR,No,No,,Mini-SIM,VGA,75 g (2.65 oz),,,"30 received, dialed and missed calls",Discontinued,No,,,GSM 900 / 1800,,,WAP 2.0/xHTML,128 x 160 pixels (~121 ppi density),Up to 7 h,No,,,"2008, June. Released 2008, September",,GSM,Flashlight,,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/se-k330.jpg,"1.7 inches, 9.1 cm2(~20.2% screen-to-body ratio)",Sony Ericsson K330,,"SMS(450), MMS","Gold on Black, Green on Black","TFT, 65K colors","1000 entries, Photo call",Class 10,100 x 45 x 12 mm (3.94 x 1.77 x 0.47 in),10MB,No,No,No,FM radio,,,Yes,Removable Li-Po 770 mAh battery,MP3 playerOrganizerVoice memoPredictive text input,,"Yes, MIDP 2.0"
"Wallpapers, screensavers",,,Up to 340 h (2G) / Up to 330 h (3G),,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",,Yes,"2.0, A2DP",1.37 W/kg (head),3D games + downloadable,,MP3/MP4 playerTrackID music recognitionPhoto editorOrganizerVoice memo/dial,About 90 EUR,,No,,Mini-SIM,2 MP,83.5 g (2.93 oz),,Voice 77dB / Noise 75dB / Ring 74dB,"30 received, dialed and missed calls",Discontinued,No,,,GSM 900 / 1800 / 1900,,,"WAP 2.0/HTML (NetFront 3.4), RSS reader","240 x 320 pixels, 4:3 ratio (~200 ppi density)",Up to 10 h (2G) / Up to 5 h (3G),"Memory Stick Micro (M2), up to 8 GB",,HSPA 3.6/0.384 Mbps,"2008, April. Released 2008, June",,GSM / HSPA,No,,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/se-g502.jpg,"2.0 inches, 12.4 cm2(~26.1% screen-to-body ratio)",Sony Ericsson G502,,"SMS, MMS, Email, Push Email","Champagne Black, Brilliant Hazel, Celerity Red","TFT, 256K colors","1000 entries, Photocall",,103 x 46 x 13.5 mm (4.06 x 1.81 x 0.53 in),32MB,2.0,,No,"Stereo FM radio, RDS",HSDPA 2100,,Yes,Removable Li-Po 950 mAh battery (BST-33),,,"Yes, MIDP 2.0"
Second external monochrome display (36 x 128 pixels),,,Up to 350 h,,,"Vibration, MP3, AAC ringtones",,Yes,"2.0, A2DP",,3D games + downloadable,,MP3/MP4 playerTrackID music recognitionPhoto editorOrganizerVoice memo/dial,About 90 EUR,,No,,Mini-SIM,2 MP,100 g (3.53 oz),,,"30 received, dialed and missed calls",Discontinued,No,,,GSM 850 / 900 / 1800 / 1900,,,"WAP 2.0/HTML (NetFront 3.4), RSS reader","240 x 320 pixels, 4:3 ratio (~182 ppi density)",Up to 9 h 30 min,"Memory Stick Micro (M2), up to 8 GB",,HSPA 3.6/0.384 Mbps,"2008, April",,GSM / HSPA,No,1.43 W/kg (head)     0.69 W/kg (body),,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/se-z780.jpg,"2.2 inches, 15.0 cm2(~33.2% screen-to-body ratio)",Sony Ericsson Z780,,"SMS, MMS, Email, Instant Messaging","Grand Onyx, Amethyst Silver","TFT, 256K colors","1000 entries, Photocall",,92 x 49 x 16 mm (3.62 x 1.93 x 0.63 in),35MB,2.0,,"GPS, A-GPS",FM radio,HSDPA 850 / 1900 / 2100,,Yes,Removable Li-Po 950 mAh battery,,,"Yes, MIDP 2.0"
GSM 850 / 1800 / 1900 - T303a,,,Up to 400 h,,,"Vibration; Downloadable polyphonic, MP3 ringtones",,Yes,2.0,0.44 W/kg (head),Yes + downloadable,,No,About 60 EUR,TrackID music recognitionMP3 playerVoice memoOrganizerStopwatchPredictive text input,No,,Mini-SIM,1.3 MP,93 g (3.28 oz),,Voice 65dB / Noise 66dB / Ring 73dB,"30 received, dialed and missed calls",Discontinued,No,,,GSM 900 / 1800 / 1900 - T303i,,,WAP 2.0/xHTML,128 x 160 pixels (~114 ppi density),Up to 9 h,No,,,"2008, March. Released 2008, August",,GSM,"Wallpapers, screensavers",,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-t303.jpg,"1.8 inches, 10.2 cm2(~26.1% screen-to-body ratio)",Sony Ericsson T303,,"SMS(250), MMS","Shimmering Silver, Shadow Black","TFT, 65K colors","500 entries, Photocall",Class 10,83 x 47 x 14.7 mm (3.27 x 1.85 x 0.58 in),8MB,"Proprietary (charging, mass storage)",No,No,"Stereo FM radio, RDS",,,No,Removable Li-Po 930 mAh battery (BST-38),,,"Yes, MIDP 2.0"
HSDPA 850 / 1900 / 2100 - XPERIA X1a,528 MHz ARM 11,LED flash,Up to 833 h (2G) / Up to 640 h (3G),,Videocall camera,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",Microsoft Windows Mobile 6.1 Professional,Yes,"2.0, A2DP",0.57 W/kg (head),,,MP3/AAC/MP4 playerPocket OfficePhoto editorOrganizerPredictive text inputVoice memo/dial,About 220 EUR,,Yes,QWERTY,Mini-SIM,"3.15 MP, AF",145 g (5.11 oz),Qualcomm MSM7200,Voice 75dB / Noise 66dB / Ring 82dB,,Discontinued,Wi-Fi 802.11b/g,,,GSM 850 / 900 / 1800 / 1900,,,"WAP 2.0/HTML (IE), RSS feeds","480 x 800 pixels, 5:3 ratio (~311 ppi density)",Up to 10 h (2G) / Up to 6 h (3G),microSD (dedicated slot),,HSPA 7.2/2 Mbps,"2008, February. Released 2008, October",,GSM / HSPA,Optical trackpad,,,Sony_Ericsson,,,Noise -93.2dB / Crosstalk -96.3dB,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-xperia-x1.jpg,"3.0 inches, 25.6 cm2(~44.1% screen-to-body ratio)",Sony Ericsson Xperia X1,,,"Solid Black, Steel Silver","TFT resistive touchscreen, 65K colors",,,110.5 x 52.6 x 17 mm (4.35 x 2.07 x 0.67 in),"256MB RAM, 512MB ROM",miniUSB 2.0,,"GPS, A-GPS","Stereo FM radio, RDS",HSDPA 900 / 1900 / 2100,,480p@30fps,Removable Li-Po 1500 mAh battery (BST-41),,,
"Wallpapers, screensavers",,LED flash,Up to 380 h,,Videocall camera,"Vibration; Downloadable polyphonic, MP3, AAC ringtones","Symbian, UIQ",Yes,"2.0, A2DP",1.47 W/kg (head),,,,About 150 EUR,,No,,Mini-SIM,"5 MP, AF",99 g (3.49 oz),,,,Discontinued,Wi-Fi 802.11b/g,,,GSM 900 / 1800 / 1900,,,"WAP 2.0/HTML (Opera), RSS reader","240 x 320 pixels, 4:3 ratio (~167 ppi density)",Up to 12 h,"Memory Stick Micro (M2), up to 8 GB",,"Yes, 384 kbps","2008, February. Released 2008, May",,GSM / UMTS,MP3/AAC/MP4 playerHandwriting recognitionStickyNotesTrackID music recognitionBusiness card scannerPhoto editorDocument viewer/editorOrganizerStopwatchVoice memo/dial,,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-g900.jpg,"2.4 inches, 17.8 cm2(~34.3% screen-to-body ratio)",Sony Ericsson G900,,,"Dark Red, Dark Brown","TFT resistive touchscreen, 256K colors",,,106 x 49 x 13 mm (4.17 x 1.93 x 0.51 in),160MB,2.0,,No,"Stereo FM radio, RDS",UMTS 2100,,Yes,Removable Li-Ion 950 mAh battery (BST-33),,,
"Wallpapers, screensavers",,LED flash,Up to 380 h,,Videocall camera,"Vibration; Downloadable polyphonic, MP3, AAC ringtones","Symbian, UIQ",Yes,"2.0, A2DP",,,,,About 80 EUR,,No,,Mini-SIM,3.15 MP,99 g (3.49 oz),,,,Discontinued,No,,,GSM 900 / 1800 / 1900,,,"WAP 2.0/HTML (Opera), RSS reader","240 x 320 pixels, 4:3 ratio (~167 ppi density)",Up to 12 h,"Memory Stick Micro (M2), up to 8 GB",,"Yes, 384 kbps","2008, February. Released 2008, May",,GSM / UMTS,"MP3/AAC/MP4 playerHandwriting recognitionStickyNotesTrackID music recognitionPhoto editorDocument editor (Word, Excel, PowerPoint, PDF)OrganizerStopwatchVoice memo/dial",1.38 W/kg (head)     1.45 W/kg (body),,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-g700.jpg,"2.4 inches, 17.8 cm2(~34.3% screen-to-body ratio)",Sony Ericsson G700,,,Silk Bronze,"TFT resistive touchscreen, 256K colors",,,106 x 49 x 13 mm (4.17 x 1.93 x 0.51 in),160MB,2.0,,No,"Stereo FM radio, RDS",UMTS 2100,,Yes,Removable Li-Po 950 mAh battery (BST-33),,,
"Wallpapers, screensavers",,,Up to 380 h,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones","Symbian, UIQ",Yes,"2.0, A2DP",,,,"MP3/AAC/MP4 playerHandwriting recognitionStickyNotesTrackID music recognitionPhoto editorDocument editor (Word, Excel, PowerPoint, PDF)OrganizerStopwatchVoice memo/dial",About 100 EUR,,No,,Mini-SIM,,99 g (3.49 oz),,,,Discontinued,No,,,GSM 900 / 1800 / 1900,,,"WAP 2.0/HTML (Opera), RSS reader","240 x 320 pixels, 4:3 ratio (~167 ppi density)",Up to 12 h,"Memory Stick Micro (M2), up to 8 GB",,"Yes, 384 kbps","2008, June. Released 2008",,GSM / UMTS,No,1.38 W/kg (head)     1.45 W/kg (body),,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/se-g700-be.jpg,"2.4 inches, 17.8 cm2(~34.3% screen-to-body ratio)",Sony Ericsson G700 Business Edition,,,Mineral Gray,"TFT resistive touchscreen, 256K colors",,,106 x 49 x 13 mm (4.17 x 1.93 x 0.51 in),160MB,2.0,,No,"Stereo FM radio, RDS",UMTS 2100,,,Removable Li-Po 950 mAh battery (BST-33),,,
"Second external TFT display, 256K colors (176 x 176 pixels)",,,Up to 370 h (2G) / Up to 360 h (3G),,Videocall camera,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",,"Yes, with stereo speakers","2.0, A2DP",0.67 W/kg (head),Yes + downloadable,,,About 150 EUR,,No,,Mini-SIM,3.15 MP,100 g (3.53 oz),,Voice 70dB / Noise 75dB / Ring 75dB,"30 received, dialed and missed calls",Discontinued,No,,,GSM 850 / 900 / 1800 / 1900,,,"WAP 2.0/xHTML, HTML (NetFront), RSS reader","240 x 320 pixels, 4:3 ratio (~182 ppi density)",Up to 9 h (2G) / Up to 4 h 30 min (3G),No,,HSPA 3.6/0.384 Mbps,"2008, February. Released 2008, July",,GSM / HSPA,Walkman playerTrackID music recognitionShake controlPredictive text inputPhoto editorOrganizerVoice memo,,,Sony_Ericsson,,,Noise -86.0dB / Crosstalk -86.3dB,https://fdn2.gsmarena.com/vv/bigpic/se-w980.jpg,"2.2 inches, 15.0 cm2(~35.4% screen-to-body ratio)",Sony Ericsson W980,,"SMS, EMS, MMS, Email, Instant Messaging","Piano Black, Opera Brown, Violin Red","TFT, 256K colors","1000 x 20 fields, Photo call",,92 x 46 x 16.9 mm (3.62 x 1.81 x 0.67 in),8GB,2.0,,No,"Stereo FM radio, RDS; FM transmitter",HSDPA 2100,,Yes,Removable Li-Po 930 mAh battery (BST-38),,Accelerometer,"Yes, MIDP 2.0"
MP3/AAC/MP4 playerTrackID music recognitionPhoto editorOrganizerVoice memo/dial,,LED flash,Up to 400 h (2G) / Up to 360 h (3G),,QCIF videocall camera,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",,Yes,"2.0, A2DP",1.34 W/kg (head),Yes + downloadable,,,About 130 EUR,,No,,Mini-SIM,"5 MP, AF",107 g (3.77 oz),,Voice 68dB / Noise 72dB / Ring 78dB,"30 received, dialed and missed calls",Discontinued,No,,,GSM 850 / 900 / 1800 / 1900,,,"WAP 2.0/HTML (NetFront), RSS reader","240 x 320 pixels, 4:3 ratio (~200 ppi density)",Up to 9 h (2G) / Up to 4 h (3G),"Memory Stick Micro (M2), up to 8 GB",,HSPA 3.6/0.384 Mbps,"2008, February. Released 2008, June",,GSM / HSPA,,1.32 W/kg (head)     1.11 W/kg (body),,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-c902.jpg,"2.0 inches, 12.4 cm2(~23.4% screen-to-body ratio)",Sony Ericsson C902,,"SMS, MMS, Email, Push Email, Instant Messaging","Swift Black, Luscious Red, Titanium Silver, Cinnamon Bronze","TFT, 256K colors","1000 x 20 fields, Photo call",,108 x 49 x 10.5 mm (4.25 x 1.93 x 0.41 in),160MB,2.0,,No,"Stereo FM radio, RDS",HSDPA 2100 - C902i only,,320p@30fps,Removable Li-Po 930 mAh battery (BST-38),,Accelerometer,"Yes, MIDP 2.0"
"IP54, dust and splash resistant",,LED flash,Up to 300 h (2G) / Up to 300 h (3G),,QCIF videocall camera,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",,Yes,"2.0, A2DP",1.00 W/kg (head),Yes + downloadable,,MP3/AAC/MP4 playerTrackID music recognitionPhoto editorOrganizerVoice memo/dial,About 130 EUR,,No,,Mini-SIM,"3.15 MP, AF",105 g (3.70 oz),,Voice 75dB / Noise 75dB / Ring 82dB,"30 received, dialed and missed calls",Discontinued,No,,,GSM 850 / 900 / 1800 / 1900,,,"WAP 2.0/HTML (NetFront), RSS reader","240 x 320 pixels, 4:3 ratio (~182 ppi density)",Up to 7 h (2G) / Up to 2 h 30 min (3G),"Memory Stick Micro (M2), up to 4 GB",,HSPA 3.6/0.384 Mbps,"2008, February. Released 2008, June",,GSM / HSPA,"Wallpapers, screensavers",,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-c702.jpg,"2.2 inches, 15.0 cm2(~29.5% screen-to-body ratio)",Sony Ericsson C702,,"SMS, MMS, Email, Instant Messaging","Speed Black, Cool Cyan, Energy Black","TFT, 256K colors","1000 x 20 fields, Photo call",,106 x 48 x 15.5 mm (4.17 x 1.89 x 0.61 in),160MB,2.0,,"GPS, A-GPS","Stereo FM radio, RDS",HSDPA 2100 - C702i only,,320p@30fps,Removable Li-Ion 950 mAh battery (BST-33),,,"Yes, MIDP 2.0"
"Wallpapers, screensavers",,,Up to 350 h,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",,Yes,"2.0, A2DP",,"Brain Juice, Investigators, Tennis Multiplayer",,MP3/AAC playerTrackID music recognitionPhoto editorOrganizerVoice memo/dial,About 110 EUR,,No,,Mini-SIM,2 MP,91 g (3.21 oz),,,"30 received, dialed and missed calls",Discontinued,No,,,GSM 900 / 1800 / 1900,,,"WAP 2.0/HTML (NetFront 3.4), RSS reader","240 x 320 pixels, 4:3 ratio (~182 ppi density)",Up to 8 h 30 min,"Memory Stick Micro (M2), up to 8 GB",,HSPA 3.6/0.384 Mbps,"2008, February. Released 2008, March",,GSM / HSPA,No,0.66 W/kg (head)     0.84 W/kg (body),,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-z770.jpg,"2.2 inches, 15.0 cm2(~33.6% screen-to-body ratio)",Sony Ericsson Z770,,"SMS, MMS, Email, Instant Messaging","Vogue Red, Graphite Black,Exquisite Gold","TFT, 256K colors","1000 x 20 fields, Photo call",,93 x 48 x 16 mm (3.66 x 1.89 x 0.63 in),32MB,2.0,,No,"Stereo FM radio, RDS",HSDPA 2100,,320p@15fps,Removable Li-Po 930 mAh battery (BST-38),,,"Yes, MIDP 2.0"
GSM 850 / 1900 - T280a,,,Up to 300 h,,,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,Yes,Yes,0.96 W/kg (head),Yes + downloadable,,No,About 60 EUR,OrganizerStopwatchPredictive text input,No,,Mini-SIM,1.3 MP,82 g (2.89 oz),,,"30 received, dialed and missed calls",Discontinued,No,,,GSM 900 / 1800 - T280i,,,WAP 2.0/xHTML,128 x 160 pixels (~121 ppi density),Up to 7 h,No,,,"2008, January. Released 2008, May",,GSM,"Wallpapers, screensavers",,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/se-t280.jpg,"1.7 inches, 9.1 cm2(~20.2% screen-to-body ratio)",Sony Ericsson T280,,"SMS, MMS","Silver on Black, Copper on Silver, Firmanent Blue, Blossom Pink","TFT, 65K colors","300 contacts, Photo call",Class 10,100 x 45 x 13 mm (3.94 x 1.77 x 0.51 in),10MB,No,No,No,FM radio,,,No,Removable Li-Po 780 mAh battery (BST-36),,,"Yes, MIDP 2.0"
GSM 850 / 1900 - T270a,,,Up to 300 h,,,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,Yes,Yes,,Yes + downloadable,,No,About 120 EUR,OrganizerStopwatchPredictive text input,No,,Mini-SIM,,82 g (2.89 oz),,,"30 received, dialed and missed calls",Discontinued,No,,,GSM 900 / 1800 - T270i,,,WAP 2.0/xHTML,128 x 160 pixels (~121 ppi density),Up to 7 h,No,,,"2008, January. Released 2008",,GSM,"Wallpapers, screensavers",,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/se-t270.jpg,"1.7 inches, 9.1 cm2(~20.2% screen-to-body ratio)",Sony Ericsson T270,,"SMS, MMS","Silver on Black, Copper on Silver","TFT, 65K colors","300 contacts, Photo call",Class 10,100 x 45 x 13 mm (3.94 x 1.77 x 0.51 in),10MB,No,No,No,FM radio,,,,Removable Li-Ion 780 mAh battery (BST-36),,,"Yes, MIDP 2.0"
GSM 850 / 1800 / 1900 - R306a,,,Up to 410 h,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,"Yes, with stereo speakers",Yes,0.71 W/kg (head),Yes + downloadable,,No,About 60 EUR,Dedicated radio keys,No,,Mini-SIM,1.3 MP,93 g (3.28 oz),,Voice 71dB / Noise 68dB / Ring 80dB,"30 received, dialed and missed calls",Discontinued,No,,,GSM 900 / 1800 / 1900 - R306i,,,WAP 2.0/xHTML,128 x 160 pixels (~108 ppi density),Up to 9 h,No,,,"2008, January. Released 2008, September",,GSM,"Second external monochrome (96x32 pixels) displayWallpapers, screensavers",,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/se-r306.jpg,"1.9 inches, 11.4 cm2(~26.4% screen-to-body ratio)",Sony Ericsson R306 Radio,,"SMS, MMS, Email","Coffee Black, Champagne White","TFT, 65K colors","1000 contacts, Photo call",Class 10,90 x 47.9 x 15.8 mm (3.54 x 1.89 x 0.62 in),5MB,Proprietary,No,No,"Stereo AM/FM radio, RDS, recording",,,SQCIF,Removable Li-Po 930 mAh battery (BST-38),TrackIDMP3/AAC playerPredictive text inputPhoto editorVoice memoOrganizerStopwatchTimer,,"Yes, MIDP 2.0"
GSM 850 / 1800 / 1900 - R300a,,,Up to 400 h,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,Yes,Yes,0.87 W/kg (head),Yes + downloadable,,No,About 60 EUR,TrackIDMP3/AAC playerPredictive text inputPhoto editorVoice memoOrganizerStopwatchTimer,No,,Mini-SIM,VGA,75 g (2.65 oz),,,"30 received, dialed and missed calls",Discontinued,No,,,GSM 900 / 1800 / 1900 - R300i,,,WAP 2.0/xHTML,128 x 160 pixels (~114 ppi density),Up to 9 h,No,,,"2008, January. Released 2008, July",,GSM,"Wallpapers, screensavers",,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/se-r300.jpg,"1.8 inches, 10.2 cm2(~21.9% screen-to-body ratio)",Sony Ericsson R300 Radio,,"SMS, MMS, Email","Antique Copper, Steel Black","TFT, 65K colors","1000 contacts, Photo call",Class 10,101 x 46 x 12 mm (3.98 x 1.81 x 0.47 in),8MB,Proprietary,No,No,"Stereo AM/FM radio, RDS, recording",,,No,Removable Li-Ion battery,,,"Yes, MIDP 2.0"
